F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Comparable<String>,F16-String[],F16-Comparable<Boolean>,F16-Map<String String>,F16-List<ObjectName>,F16-long,F16-Object,F16-PreparedStatement,F16-NA,F16-void,F16-SSLSupport,F16-int,F16-boolean,F16-Comparable<Date>,F16-ELContextImpl,F16-String,F16-Method,F16-JspApplicationContext,F16-Void,F16-WebResource,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-MappedHost[],F3-byte[],F3-boolean,F3-Object,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-String[],F3-ObjectName,F3-Level,F7--,F7-&=,F7-++,F7-|=,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-HashMap<String Method>,F12-NA,F12-AtomicInteger,F12-TemplatePathMatchComparator,F12-boolean,F12-byte[],F12-Comparator<Session>,F17-static,F17-static-final,F17-final,F17-NA,F2-StringBuilder,F2-InstanceKeyDataSource,F2-ELParser,F2-NA,F2-SimpleCharStream,F2-ByteArrayOutputStream,F2-MBeanServer,F2-Properties,F2-Object,F2-Connection,F2-StringReader,F2-String,F2-Hashtable<String Integer>,F2-JDBCStore,F2-AccessibleObject,F2-Class<>,F2-System,F2-Map<String LockRecord>,F2-Statement,F2-File,F6-NA,F6-java.lang.Long,F6-org.apache.jasper.compiler.JspConfig.JspProperty,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-org.apache.el.parser.Token,F6-java.io.PrintStream,F6-java.net.URL,F6-java.lang.Float,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.tomcat.jni.Library,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.catalina.ha.context.ReplicatedContext.ReplApplContext,F6-java.lang.Throwable,F6-java.io.BufferedReader,F6-org.apache.el.parser.PropertyNotFoundException,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-invoke,F1-ReInit,F1-delete,F1-NA,F1-jj_ntk,F1-prepareStatement,F1-jj_consume_token,F1-getString,F1-getBytes,F1-setAccessible,F1-get,F1-append,F1-getConnection,F1-openNodeScope,F1-getProperty,F1-put,F1-currentTimeMillis,F1-toString,F1-list,F1-length,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.logging.Logger,F5-ApplicationContext,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.OutputStream,F5-java.lang.Exception,F9-cluster,F9-encoding,F9-accessed,F9-options,F9-sessionIdCol,F9-sessionAppCol,F9-locks,F9-lastAccess,F9-size,F9-servletClass,F9-jaasConfiguration,F9-view,F9-payload,F9-NA,F9-wrapper,F9-uniqueId,F9-serviceqname,F9-membershipService,F9-message,F9-jarEntry,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-Constructor,F4-long,F4-E,F4-PreparedStatement,F4-LockRecord,F4-Token,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-String,F4-int,F4-Method,F8-AccessLogValve,F8-LambdaExpressionComparator,F8-JarInputStreamWrapper,F8-StandardWrapper,F8-AbstractCatalinaTask,F8-ResultSetProxy,F8-GatherState<A>,F8-McastService,F8-StatementEntry,F8-MapMessage,F8-JAASRealm,F8-HostManagerServlet,F8-ContextService,F8-ChannelData,F8-CoordinationEvent,F8-JDBCStore,F8-NA,F8-FaultyMember,F8-ObjectReader,F8-ChannelCoordinator,F11-START_DATA,F11-INSTANCE,F11-type,F11-fnmap,F11-NA,F11-serialVersionUID,F11-comparator,F11-submittedCount,F11-hasHashCode,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mturk@apache.org,F71-jboynes@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-schultz@apache.org =  schultz = Christopher Schultz schultz@apache.org@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,F74,F73,F84,F146,category
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,8,65,103,5,12,91,2,8,0.1951538965291421,1124,232,0.20640569395017794,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,PERFORMANCE,0.03605442176870748,DM_NUMBER_CTOR,18,2,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,1.0,0.9056603773584906,0.005695977216091134,0.7142857142857143,0.3361774307264361,0.8113207547169812,0.05714285714285714,0.024489795918367346,0.3361774307264361,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,close
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,3,65,103,5,8,91,1,8,0.9823182711198428,1124,232,0.20640569395017794,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,MALICIOUS_CODE,0.05646258503401361,EI_EXPOSE_REP,18,2,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,-1.0,0.20481927710843373,0.012528333910247104,0.23157894736842105,0.16051917243622987,-0.5903614457831325,0.0027210884353741495,0.04217687074829932,0.16051917243622987,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,3,65,103,5,8,91,1,8,0.9666011787819253,1124,232,0.20640569395017794,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,MALICIOUS_CODE,0.05646258503401361,EI_EXPOSE_REP,18,2,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,-1.0,0.20481927710843373,0.012528333910247104,0.23157894736842105,0.16051917243622987,-0.5903614457831325,0.0027210884353741495,0.04217687074829932,0.16051917243622987,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,3,65,103,5,8,91,1,8,0.9927963326784545,1124,232,0.20640569395017794,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,MALICIOUS_CODE,0.03741496598639456,EI_EXPOSE_REP2,18,2,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,-1.0,0.14545454545454545,0.009561347743165924,0.23157894736842105,0.16051917243622987,-0.7090909090909091,0.0027210884353741495,0.04217687074829932,0.16051917243622987,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,8,65,103,5,7,91,1,8,0.23051735428945644,1124,232,0.20640569395017794,0.734375,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,MALICIOUS_CODE,0.003401360544217687,FI_PUBLIC_SHOULD_BE_PROTECTED,18,2,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,1.0,0.4,0.01846153846153846,0.23157894736842105,0.16051917243622987,-0.2,0.0027210884353741495,0.04217687074829932,0.16051917243622987,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,close
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,7,65,103,5,0,91,2,8,0.6057629338572365,1124,232,0.20640569395017794,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,STYLE,0.04897959183673469,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,-1.0,0.5,0.0078125,0.30357142857142855,0.37793092574151926,0.0,0.011564625850340135,0.09319727891156462,0.37793092574151926,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,52,65,103,5,0,91,16,8,0.6149312377210217,1124,232,0.20640569395017794,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,STYLE,0.05442176870748299,REC_CATCH_EXCEPTION,20,3,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,-1.0,0.175,0.004511718749999999,0.30357142857142855,0.37793092574151926,-0.65,0.011564625850340135,0.09319727891156462,0.37793092574151926,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,0,65,103,5,0,91,1,8,0.7910936476751801,1124,232,0.20640569395017794,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,MALICIOUS_CODE,0.05646258503401361,EI_EXPOSE_REP,18,2,2,0.01774819744869662,0.01608430393788131,0.0011092623405435386,-1.0,0.20481927710843373,0.012528333910247104,0.23157894736842105,0.16051917243622987,-0.5903614457831325,0.0027210884353741495,0.04217687074829932,0.16051917243622987,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,0,65,103,5,0,91,1,8,0.7884741322855272,1124,232,0.20640569395017794,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,MALICIOUS_CODE,0.03741496598639456,EI_EXPOSE_REP2,18,2,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,-1.0,0.14545454545454545,0.009561347743165924,0.23157894736842105,0.16051917243622987,-0.7090909090909091,0.0027210884353741495,0.04217687074829932,0.16051917243622987,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,3,65,103,5,0,91,1,8,0.9580877537655533,1124,232,0.20640569395017794,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,BAD_PRACTICE,0.0013605442176870747,CN_IMPLEMENTS_CLONE_BUT_NOT_CLONEABLE,16,2,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,-1.0,0.0,0.0,0.3244274809160305,0.6250450530305444,-1.0,0.011564625850340135,0.04829931972789116,0.6250450530305444,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,0,65,103,5,0,91,1,8,0.8670595939751146,1124,232,0.20640569395017794,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,I18N,0.03537414965986395,DM_DEFAULT_ENCODING,19,1,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,-1.0,0.23076923076923078,0.08875739644970414,0.3220338983050847,0.05849590932347876,-0.5384615384615384,0.0013605442176870747,0.011564625850340135,0.05849590932347876,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,0,65,103,5,0,91,1,8,0.9325474787164375,1124,232,0.20640569395017794,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,MALICIOUS_CODE,0.05646258503401361,EI_EXPOSE_REP,18,2,2,0.01774819744869662,0.01608430393788131,0.0011092623405435386,-1.0,0.20481927710843373,0.012528333910247104,0.23157894736842105,0.16051917243622987,-0.5903614457831325,0.0027210884353741495,0.04217687074829932,0.16051917243622987,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
17784,org/apache/catalina/tribes/tipis,org/apache/catalina/tribes/tipis/AbstractReplicatedMap.java,2961,true,0,65,103,5,0,91,1,8,0.9299279633267845,1124,232,0.20640569395017794,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,29,MALICIOUS_CODE,0.05646258503401361,EI_EXPOSE_REP,18,2,1,0.01774819744869662,0.01608430393788131,5.546311702717693E-4,-1.0,0.20481927710843373,0.012528333910247104,0.23157894736842105,0.16051917243622987,-0.5903614457831325,0.0027210884353741495,0.04217687074829932,0.16051917243622987,-0.8125,-0.7931034482758621,94,13115,2961,17784,2,0.3,6,4,-2,12,0.075,1475,218,1197,2890,4,1257,2,0.17772141908172945,12,1676,6,250,1555,-2,3481,1426,0.07335893874585472,280,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4948,17995,280,4948,open
