F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-abstract,F17-static,F17-final,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-Integer,F2-ArrayList<String>,F2-SSLFactory,F2-InetAddress,F2-Math,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-java.util.concurrent.CountDownLatch,F6-org.apache.thrift.protocol.TField,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-compare,F1-pushFollow,F1-assertEquals,F1-write,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-org.apache.cassandra.stress.settings.SettingsCommand$Options,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F9-id,F9-dataDir,F9-displayPrefix,F9-max,F9-tries,F9-options,F9-firstInsertedKey,F9-wrapped,F9-key_cache_size,F9-delta,F9-planId,F9-keyspaceName,F9-min,F9-identityDistributions,F9-dclocal_read_repair_chance,F9-NA,F9-truncate,F9-generate,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-Integer,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-List<ColumnDef>,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-long[],F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-NoSpamLogStatement,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-SamplerResult<S>,F8-DistributionQuantized,F8-NA,F8-SettingsPopulation,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-snazy@snazy.de,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
1800,org/apache/cassandra/io/util,org/apache/cassandra/io/util/BufferedRandomAccessFileTest.java,15,true,0,22,3361,13,12,477,1,165,0.8770491803278688,531,50,0.09416195856873823,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,23,PERFORMANCE,0.09193245778611632,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005797845048742945,0.0011800923550538739,0.0,0.0,0.23673469387755103,0.012046091906150216,0.2054794520547945,0.06539431999307466,-0.43673469387755104,0.008630393996247656,0.03677298311444653,0.06539431999307466,-0.911504424778761,-1.0,30,10287,1925,12019,2586,0.022230290964278136,88,1333,1253,4007,0.023577161420399735,872,321,135,1328,6,551,10,0.17821234173004025,16,8805,0,4115,425,4,13345,4690,0.05622025343000698,74,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1800,13775,5,1735,open
1800,org/apache/cassandra/io/util,org/apache/cassandra/io/util/BufferedRandomAccessFileTest.java,15,true,0,22,3361,13,12,477,1,165,0.34289617486338797,531,50,0.09416195856873823,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,23,PERFORMANCE,0.09193245778611632,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005797845048742945,0.0011800923550538739,0.0,0.0,0.23673469387755103,0.012046091906150216,0.2054794520547945,0.06539431999307466,-0.43673469387755104,0.008630393996247656,0.03677298311444653,0.06539431999307466,-0.911504424778761,-1.0,30,10287,1925,12019,2586,0.022230290964278136,88,1333,1253,4007,0.023577161420399735,872,321,135,1328,6,551,10,0.17821234173004025,16,8805,0,4115,425,4,13345,4690,0.05622025343000698,74,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1800,13775,5,1735,open
1800,org/apache/cassandra/io/util,org/apache/cassandra/io/util/BufferedRandomAccessFileTest.java,15,true,0,22,3361,13,12,477,1,165,0.3551912568306011,531,50,0.09416195856873823,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,23,PERFORMANCE,0.09193245778611632,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005797845048742945,0.0011800923550538739,0.0,0.0,0.23673469387755103,0.012046091906150216,0.2054794520547945,0.06539431999307466,-0.43673469387755104,0.008630393996247656,0.03677298311444653,0.06539431999307466,-0.911504424778761,-1.0,30,10287,1925,12019,2586,0.022230290964278136,88,1333,1253,4007,0.023577161420399735,872,321,135,1328,6,551,10,0.17821234173004025,16,8805,0,4115,425,4,13345,4690,0.05622025343000698,74,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1800,13775,5,1735,open
1800,org/apache/cassandra/io/util,org/apache/cassandra/io/util/BufferedRandomAccessFileTest.java,15,true,0,22,3361,13,24,477,1,165,0.4781420765027322,531,50,0.09416195856873823,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,23,PERFORMANCE,0.09193245778611632,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005797845048742945,0.0011800923550538739,0.0,0.0,0.23673469387755103,0.012046091906150216,0.2054794520547945,0.06539431999307466,-0.43673469387755104,0.008630393996247656,0.03677298311444653,0.06539431999307466,-0.911504424778761,-1.0,30,10287,1925,12019,2586,0.022230290964278136,88,1333,1253,4007,0.023577161420399735,872,321,135,1328,6,551,10,0.17821234173004025,16,8805,0,4115,425,4,13345,4690,0.05622025343000698,74,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1800,13775,5,1735,open
1800,org/apache/cassandra/io/util,org/apache/cassandra/io/util/BufferedRandomAccessFileTest.java,15,true,0,22,3361,13,25,477,1,165,0.5013661202185792,531,50,0.09416195856873823,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,23,PERFORMANCE,0.09193245778611632,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005797845048742945,0.0011800923550538739,0.0,0.0,0.23673469387755103,0.012046091906150216,0.2054794520547945,0.06539431999307466,-0.43673469387755104,0.008630393996247656,0.03677298311444653,0.06539431999307466,-0.911504424778761,-1.0,30,10287,1925,12019,2586,0.022230290964278136,88,1333,1253,4007,0.023577161420399735,872,321,135,1328,6,551,10,0.17821234173004025,16,8805,0,4115,425,4,13345,4690,0.05622025343000698,74,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1800,13775,5,1735,open
1800,org/apache/cassandra/io/util,org/apache/cassandra/io/util/BufferedRandomAccessFileTest.java,15,true,0,22,3361,13,12,477,1,165,0.6133879781420765,531,50,0.09416195856873823,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,23,PERFORMANCE,0.09193245778611632,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005797845048742945,0.0011800923550538739,0.0,0.0,0.23673469387755103,0.012046091906150216,0.2054794520547945,0.06539431999307466,-0.43673469387755104,0.008630393996247656,0.03677298311444653,0.06539431999307466,-0.911504424778761,-1.0,32,10612,2004,12344,2586,0.022230290964278136,88,1333,1253,4007,0.023577161420399735,872,321,135,1328,6,551,10,0.17821234173004025,16,8805,0,4115,425,4,13345,4690,0.05622025343000698,74,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1800,13775,5,1735,open
1800,org/apache/cassandra/io/util,org/apache/cassandra/io/util/BufferedRandomAccessFileTest.java,15,true,0,22,3361,13,23,477,1,165,0.7704918032786885,531,50,0.09416195856873823,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,23,PERFORMANCE,0.09193245778611632,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005797845048742945,0.0011800923550538739,0.0,0.0,0.23673469387755103,0.012046091906150216,0.2054794520547945,0.06539431999307466,-0.43673469387755104,0.008630393996247656,0.03677298311444653,0.06539431999307466,-0.911504424778761,-1.0,30,10287,1925,12019,2586,0.022230290964278136,88,1333,1253,4007,0.023577161420399735,872,321,135,1328,6,551,10,0.17821234173004025,16,8805,0,4115,425,4,13345,4690,0.05622025343000698,74,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1800,13775,5,1735,open
1800,org/apache/cassandra/io/util,org/apache/cassandra/io/util/BufferedRandomAccessFileTest.java,15,true,0,22,3361,13,12,477,1,165,0.8387978142076503,531,50,0.09416195856873823,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,23,PERFORMANCE,0.09193245778611632,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005797845048742945,0.0011800923550538739,0.0,0.0,0.23673469387755103,0.012046091906150216,0.2054794520547945,0.06539431999307466,-0.43673469387755104,0.008630393996247656,0.03677298311444653,0.06539431999307466,-0.911504424778761,-1.0,30,10287,1925,12019,2586,0.022230290964278136,88,1333,1253,4007,0.023577161420399735,872,321,135,1328,6,551,10,0.17821234173004025,16,8805,0,4115,425,4,13345,4690,0.05622025343000698,74,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1800,13775,5,1735,open
2817,org/apache/cassandra/io/util,org/apache/cassandra/io/util/DataIntegrityMetadata.java,196,true,0,1,3361,4,0,477,1,165,0.7361963190184049,121,23,0.19008264462809918,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2,BAD_PRACTICE,0.001876172607879925,OS_OPEN_STREAM,16,2,1,0.005797845048742945,1.026167265264238E-4,5.13083632632119E-5,1.0,0.6,0.008571428571428572,0.2508591065292096,0.27823451313599906,0.2,0.00900562851782364,0.051407129455909945,0.27823451313599906,-0.911504424778761,1.0,21,4931,972,6663,2586,0.01884778920600947,88,1333,1253,4007,0.023577161420399735,111,104,1,216,7,7,15,0.06368001473594255,22,8805,0,4115,425,8,13345,4690,0.05622025343000698,91,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1822,190,5,1735,close
2817,org/apache/cassandra/io/util,org/apache/cassandra/io/util/DataIntegrityMetadata.java,196,true,0,1,3361,4,0,477,1,165,0.6687116564417178,121,23,0.19008264462809918,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2,STYLE,0.022889305816135085,REC_CATCH_EXCEPTION,20,3,1,0.005797845048742945,1.026167265264238E-4,5.13083632632119E-5,1.0,0.09836065573770492,0.003058132315191504,0.048551959114139696,0.05441126630225609,-0.7868852459016393,0.004878048780487805,0.018386491557223265,0.05441126630225609,-0.911504424778761,1.0,21,4931,972,6663,2586,0.01884778920600947,88,1333,1253,4007,0.023577161420399735,111,104,1,216,7,7,15,0.06368001473594255,22,8805,0,4115,425,8,13345,4690,0.05622025343000698,91,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1822,190,5,1735,close
4559,org/apache/cassandra/io/util,org/apache/cassandra/io/util/DataOutputStreamPlus.java,560,true,0,5,3361,3,4,477,1,165,0.5964912280701754,29,21,0.7241379310344828,1.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,STYLE,0.001876172607879925,RI_REDUNDANT_INTERFACES,20,3,0,0.005797845048742945,5.13083632632119E-5,0.0,0.0,0.4,0.008275862068965517,0.048551959114139696,0.05441126630225609,-0.2,0.004878048780487805,0.018386491557223265,0.05441126630225609,-0.911504424778761,1.0,3,2827,560,4559,2586,0.0,88,1333,1253,4007,0.023577161420399735,1,1,0,2,0,0,0,0.06666666666666667,0,8805,0,4115,425,0,13345,4690,0.05622025343000698,1017,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2745,13775,5,1735,close
