F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-InvocationHandler,F16-String,F16-List<String>,F16-Integer,F16-StrBuilder,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-BigInteger,F3-NA,F3-ArrayUtils.isSameLength(nullArray nullArray),F3-new ToStringBuilder(base).append(array).toString(),F3-Integer,F3-ArrayUtils.toObject(b),F3-Throwable,F3-ArrayUtils.toPrimitive(b),F3-!new EqualsBuilder().append(obj1 obj2).isEquals(),F3-null,F3-byte[],F3-boolean,F3-new EqualsBuilder().append(obj1 obj2).isEquals(),F3-char,F3-String,F3-boolean[],F3-int,F3-char[],F3-ArrayUtils.nullToEmpty(original),F3-long[],F3-ArrayUtils.EMPTY_CHAR_ARRAY,F7--,F7-++,F7--=,F7-+=,F7-&,F7-NA,F7-*,F7-+,F12-long,F12-Integer,F12-Random,F12-int,F12-Object,F12-NA,F12-String,F17-final,F17-static-final,F17-NA,F2-Class,F2-StringBuilder,F2-List<Integer>,F2-NA,F2-Integer,F2-ByteArrayOutputStream,F2-ExecutorService,F2-String,F2-DurationFormatUtils,F2-ExceptionUtilsTest,F2-Collections,F2-List<VetoableChangeListener>,F2-AccessibleObject,F2-Reader,F2-Class<>,F2-ToStringBuilderTest,F2-BooleanUtils,F2-Calendar,F2-TestSubObject,F6-java.io.ByteArrayOutputStream,F6-org.apache.commons.lang3.text.translate.NumericEntityUnescaper,F6-java.util.Random,F6-NA,F6-java.io.PrintStream,F6-java.lang.Character,F6-java.lang.Integer,F6-org.apache.commons.lang3.builder.HashCodeBuilder,F6-java.lang.Object,F6-org.apache.commons.lang3.builder.EqualsBuilder,F6-org.apache.commons.lang3.builder.ToStringBuilderTest.SelfInstanceTwoVarsReflectionTestFixture,F6-java.lang.String,F6-org.apache.commons.lang3.mutable.MutableLong,F6-org.apache.commons.lang3.builder.ToStringBuilder,F6-java.lang.Thread,F6-java.util.Date,F6-org.apache.commons.lang3.tuple.ImmutableTriple,F6-org.apache.commons.lang3.text.StrBuilder,F6-java.lang.CloneNotSupportedException,F6-java.io.IOException,F13-private,F13-NA,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-NA,F1-assertSame,F1-getDeclaredField,F1-assertEquals,F1-getFraction,F1-assertReflectionArray,F1-setAccessible,F1-assertArrayEquals,F1-get,F1-asReader,F1-reverse,F1-compareTo,F1-charAt,F1-assertFalse,F1-valueOf,F1-toCharArray,F1-read,F1-toString,F1-toCharacterObject,F1-assertTrue,F5-java.lang.Object,F5-NA,F5-java.lang.Number,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.lang.Exception,F9-testFixture,F9-NA,F9-length,F10-NA,F19-NA,F15-NA,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-Future,F4-Token[],F4-Date,F4-Throwable,F4-char,F4-Boolean,F4-byte[],F4-void,F4-StringBuilder,F4-char[],F4-int,F4-String,F4-Field,F8-MutatingClient,F8-NA,F8-InspectingClient,F11-i,F11-secretField,F11-NA,F11-N,F11-object,F11-serialVersionUID,F11-random,F11-showField,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-britter@apache.org,F71-niallp@apache.org,F71-chas@apache.org,F71-oheger@apache.org,F71-julius@apache.org,F71-brentworden@apache.org,F71-mcucchiara@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-joehni@apache.org,F71-psteitz@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-tn@apache.org,F71-sebb@apache.org,F74,F73,F84,F146,category
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,25,50,5018,12,8,671,1,102,0.389948006932409,946,72,0.07610993657505286,0.72,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,STYLE,0.26582278481012656,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.20889487870619947,0.04177897574123989,0.0026954177897574125,-1.0,0.021164021164021163,9.007002335734794E-4,0.08854166666666667,0.36762249369644556,-0.9576719576719577,0.008438818565400843,0.046413502109704644,0.36762249369644556,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,16,50,5018,12,8,671,1,102,0.4410745233968804,946,72,0.07610993657505286,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,STYLE,0.26582278481012656,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.20889487870619947,0.04177897574123989,0.0026954177897574125,-1.0,0.021164021164021163,9.007002335734794E-4,0.08854166666666667,0.36762249369644556,-0.9576719576719577,0.008438818565400843,0.046413502109704644,0.36762249369644556,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,16,50,5018,12,8,671,1,102,0.4393414211438475,946,72,0.07610993657505286,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,STYLE,0.26582278481012656,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.20889487870619947,0.04177897574123989,0.0026954177897574125,-1.0,0.021164021164021163,9.007002335734794E-4,0.08854166666666667,0.36762249369644556,-0.9576719576719577,0.008438818565400843,0.046413502109704644,0.36762249369644556,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,0,671,1,102,0.8279896013864818,946,72,0.07610993657505286,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,BAD_PRACTICE,0.0028129395218002813,EQ_CHECK_FOR_OPERAND_NOT_COMPATIBLE_WITH_THIS,14,1,4,0.20889487870619947,0.04177897574123989,0.005390835579514825,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,0,671,1,102,0.8522530329289428,946,72,0.07610993657505286,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,BAD_PRACTICE,0.0028129395218002813,EQ_CHECK_FOR_OPERAND_NOT_COMPATIBLE_WITH_THIS,14,1,4,0.20889487870619947,0.04177897574123989,0.005390835579514825,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,0,671,1,102,0.975736568457539,946,72,0.07610993657505286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,BAD_PRACTICE,0.0014064697609001407,HE_EQUALS_USE_HASHCODE,16,2,4,0.20889487870619947,0.04177897574123989,0.005390835579514825,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.9225806451612903,-1.0,13,1293,1383,2386,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,12,671,1,102,0.9714038128249567,946,72,0.07610993657505286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,PERFORMANCE,0.0450070323488045,URF_UNREAD_FIELD,18,2,0,0.20889487870619947,0.04177897574123989,0.0,0.0,0.09375,0.007080078125,0.16428571428571428,0.14518395986866972,-0.8125,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.9225806451612903,-1.0,13,1293,1383,2386,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,12,671,1,102,0.9679376083188909,946,72,0.07610993657505286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,PERFORMANCE,0.0450070323488045,URF_UNREAD_FIELD,20,3,0,0.20889487870619947,0.04177897574123989,0.0,0.0,0.09375,0.007080078125,0.16428571428571428,0.14518395986866972,-0.8125,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,12,671,1,102,0.9315424610051993,946,72,0.07610993657505286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,PERFORMANCE,0.0450070323488045,URF_UNREAD_FIELD,20,3,0,0.20889487870619947,0.04177897574123989,0.0,0.0,0.09375,0.007080078125,0.16428571428571428,0.14518395986866972,-0.8125,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,12,671,1,102,0.9332755632582322,946,72,0.07610993657505286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,PERFORMANCE,0.0450070323488045,URF_UNREAD_FIELD,20,3,0,0.20889487870619947,0.04177897574123989,0.0,0.0,0.09375,0.007080078125,0.16428571428571428,0.14518395986866972,-0.8125,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,12,671,1,102,0.9324090121317158,946,72,0.07610993657505286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,PERFORMANCE,0.0450070323488045,URF_UNREAD_FIELD,20,3,0,0.20889487870619947,0.04177897574123989,0.0,0.0,0.09375,0.007080078125,0.16428571428571428,0.14518395986866972,-0.8125,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,12,671,1,102,0.10051993067590988,946,72,0.07610993657505286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,PERFORMANCE,0.0450070323488045,URF_UNREAD_FIELD,18,2,0,0.20889487870619947,0.04177897574123989,0.0,0.0,0.09375,0.007080078125,0.16428571428571428,0.14518395986866972,-0.8125,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,0,671,1,102,0.03986135181975736,946,72,0.07610993657505286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,STYLE,0.0014064697609001407,EQ_DOESNT_OVERRIDE_EQUALS,17,2,4,0.20889487870619947,0.04177897574123989,0.005390835579514825,-1.0,0.0,0.0,0.08854166666666667,0.36762249369644556,-1.0,0.008438818565400843,0.046413502109704644,0.36762249369644556,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,12,671,1,102,0.11611785095320624,946,72,0.07610993657505286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,PERFORMANCE,0.0450070323488045,URF_UNREAD_FIELD,20,3,0,0.20889487870619947,0.04177897574123989,0.0,0.0,0.09375,0.007080078125,0.16428571428571428,0.14518395986866972,-0.8125,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1482,true,0,50,5018,12,12,671,1,102,0.10831889081455806,946,72,0.07610993657505286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,31,PERFORMANCE,0.0450070323488045,URF_UNREAD_FIELD,18,2,0,0.20889487870619947,0.04177897574123989,0.0,0.0,0.09375,0.007080078125,0.16428571428571428,0.14518395986866972,-0.8125,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.9225806451612903,-1.0,20,1469,1482,2562,80,0.21794871794871795,0,63,17,143,0.033837724804645926,1892,60,0,1952,0,1832,17,0.09683659870260065,17,12230,0,7919,182,17,20331,4311,0.059796853990944095,59,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1151,4805,42,1134,open
2385,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/HashCodeBuilder.java,1382,true,3,35,5018,1,8,671,1,102,0.9968619246861925,276,632,2.289855072463768,0.6666666666666666,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,1,BAD_PRACTICE,0.004219409282700422,HE_HASHCODE_USE_OBJECT_EQUALS,19,3,1,0.20889487870619947,0.0013477088948787063,0.0013477088948787063,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.9225806451612903,-1.0,26,1469,1482,2562,80,0.0,0,63,17,143,0.033837724804645926,1016,1058,4,2078,0,-42,0,0.1370539925948013,0,12230,0,7919,182,0,20331,4311,0.059796853990944095,123,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1215,4805,42,1134,open
