F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-URL[],F16-String,F16-Manifest,F16-InputStream,F16-Reader,F16-PrintStream,F16-File,F16-DateFormat,F3-NA,F3-Class,F3-Long,F3-PrintStream,F3-File,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F3-Path,F3-Locale,F7--,F7-/,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-Object,F12-NA,F12-boolean,F12-Vector,F12-String,F12-AssertionFailedError,F12-HandlerType,F12-URL,F12-Reference,F12-File,F12-Mapper,F12-FileUtils,F12-ArrayList,F12-UnparseableExtraFieldData,F12-Union,F12-Path,F12-LinkedHashMap,F12-MailMessage,F17-static,F17-final,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Document,F2-Process,F2-NA,F2-StringBuffer,F2-DateFormatFactory,F2-Vector,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-List,F2-MockProject,F2-OutputStream,F2-Enumeration,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-NA,F6-java.lang.Long,F6-java.io.InputStreamReader,F6-java.util.Vector,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.lang.Integer,F6-org.apache.tools.ant.types.PatternSet,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F1-delete,F1-NA,F1-next,F1-iterator,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-toLowerCase,F1-getProperty,F1-resolveFile,F1-load,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.util.HashMap,F9-anonymousSchema,F9-sigalg,F9-ignoreSystemclasses,F9-forceOverwrite,F9-replyto,F9-extDirs,F9-key,F9-keys,F9-todir,F9-genericJarSuffix,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-buildfile,F9-dir,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-Iterator,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-GenerateKey,F8-AbstractCvsTask,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-EjbJar,F8-JDBCTask,F8-DirectoryScanner,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-AntTypeDefinition,F8-Javac,F11-msg,F11-description,F11-nested,F11-NA,F11-refid,F11-classname,F11-FILE_UTILS,F11-type,F11-error,F11-externalAttributes,F11-unparseableExtra,F11-extraFields,F11-ref,F11-platform,F11-unlessCond,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,category
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3575,true,18,26,650,3,20,53,5,10,0.5207423580786026,577,243,0.42114384748700173,0.6666666666666666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,BAD_PRACTICE,0.06599832915622389,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.010647010647010647,0.009009009009009009,8.19000819000819E-4,-1.0,0.06329113924050633,0.002371414837365807,0.3058823529411765,0.4514785612008551,-0.8734177215189873,0.005012531328320802,0.06265664160401002,0.4514785612008551,-0.8461538461538461,-1.0,86,10904,3812,11783,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2289,0,1852,270,0,4411,437,0.050242802949300606,929,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1808,13497,130,1008,open
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3575,true,39,26,650,3,16,53,10,10,0.7805676855895196,577,243,0.42114384748700173,0.46153846153846156,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,BAD_PRACTICE,0.06599832915622389,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.010647010647010647,0.009009009009009009,0.001638001638001638,-1.0,0.06329113924050633,0.002371414837365807,0.3058823529411765,0.4514785612008551,-0.8734177215189873,0.005012531328320802,0.06265664160401002,0.4514785612008551,-0.8461538461538461,-1.0,92,12044,4082,12923,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2289,0,1852,270,0,4411,437,0.050242802949300606,929,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1808,13497,130,1008,open
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3575,true,25,26,650,3,16,53,4,10,0.24126637554585154,577,243,0.42114384748700173,0.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,BAD_PRACTICE,0.06599832915622389,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.010647010647010647,0.009009009009009009,0.001638001638001638,-1.0,0.06329113924050633,0.002371414837365807,0.3058823529411765,0.4514785612008551,-0.8734177215189873,0.005012531328320802,0.06265664160401002,0.4514785612008551,-0.8461538461538461,-1.0,92,12044,4082,12923,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2289,0,1852,270,0,4411,437,0.050242802949300606,929,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1808,13497,130,1008,open
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3575,true,6,26,650,3,0,53,1,10,0.6435589519650655,577,243,0.42114384748700173,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,CORRECTNESS,0.003341687552213868,RpC_REPEATED_CONDITIONAL_TEST,8,2,1,0.010647010647010647,0.009009009009009009,8.19000819000819E-4,-1.0,0.25,0.01875,0.6875,0.23517434700595924,-0.5,0.0,0.06432748538011696,0.23517434700595924,-0.8461538461538461,-1.0,15,4905,2640,5784,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2289,0,1852,270,0,4411,437,0.050242802949300606,929,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1808,13497,130,1008,open
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3575,true,29,26,650,3,8,53,8,10,0.2794759825327511,577,243,0.42114384748700173,0.1724137931034483,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,STYLE,0.09022556390977443,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.010647010647010647,0.009009009009009009,8.19000819000819E-4,-1.0,0.1111111111111111,0.0032921810699588477,0.24736842105263157,0.45174819247117776,-0.7777777777777778,0.005847953216374269,0.07602339181286549,0.45174819247117776,-0.8461538461538461,-1.0,35,8073,3552,8952,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2289,0,1852,270,0,4411,437,0.050242802949300606,929,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1808,13497,130,1008,open
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3575,true,66,26,650,3,10,53,17,10,0.7025109170305677,577,243,0.42114384748700173,0.05303030303030303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,STYLE,0.09022556390977443,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.010647010647010647,0.009009009009009009,8.19000819000819E-4,-1.0,0.1111111111111111,0.0032921810699588477,0.24736842105263157,0.45174819247117776,-0.7777777777777778,0.005847953216374269,0.07602339181286549,0.45174819247117776,-0.8461538461538461,-1.0,55,9782,3644,10661,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2289,0,1852,270,0,4411,437,0.050242802949300606,929,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1808,13497,130,1008,open
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3575,true,17,26,650,3,8,53,5,10,0.8908296943231441,577,243,0.42114384748700173,0.5882352941176471,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,STYLE,0.09022556390977443,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.010647010647010647,0.009009009009009009,8.19000819000819E-4,-1.0,0.1111111111111111,0.0032921810699588477,0.24736842105263157,0.45174819247117776,-0.7777777777777778,0.005847953216374269,0.07602339181286549,0.45174819247117776,-0.8461538461538461,-1.0,36,8109,3553,8988,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2289,0,1852,270,0,4411,437,0.050242802949300606,929,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1808,13497,130,1008,open
9085,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/DependTest.java,3558,true,3,13,650,1,4,53,1,10,0.2974683544303797,82,56,0.6829268292682927,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,CORRECTNESS,0.07101086048454469,IJU_TEARDOWN_NO_SUPER,7,2,1,0.010647010647010647,8.19000819000819E-4,8.19000819000819E-4,1.0,0.7647058823529411,0.01799307958477509,0.6875,0.23517434700595924,0.5294117647058824,0.0,0.06432748538011696,0.23517434700595924,-0.8461538461538461,1.0,19,8206,3558,9085,0,0.0,0,0,0,0,0.0,58,140,1,199,0,-82,0,0.07063769590400204,0,2289,0,1852,270,0,4411,437,0.050242802949300606,2774,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,3653,13497,130,1008,close
12923,org/apache/tools/ant/taskdefs/optional/depend/constantpool,org/apache/tools/ant/taskdefs/optional/depend/constantpool/DoubleCPInfo.java,4082,true,3,3,413,1,8,76,1,14,0.7758620689655172,14,38,2.7142857142857144,0.6666666666666666,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,PERFORMANCE,0.004177109440267335,DM_FP_NUMBER_CTOR,20,3,1,0.003276003276003276,8.19000819000819E-4,8.19000819000819E-4,-1.0,0.0,0.0,0.33613445378151263,0.22039168056584854,-1.0,0.002506265664160401,0.03341687552213868,0.22039168056584854,-1.0,-1.0,20,12044,4082,12923,0,0.0,0,0,0,0,0.0,142,96,1,239,0,46,0,0.006245430823049075,0,2978,0,2247,161,0,5386,731,0.011231560573118039,2896,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3775,13497,130,1008,open
12923,org/apache/tools/ant/taskdefs/optional/depend/constantpool,org/apache/tools/ant/taskdefs/optional/depend/constantpool/FloatCPInfo.java,4082,true,3,3,413,1,8,76,1,14,0.7678571428571429,14,35,2.5,0.6666666666666666,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,PERFORMANCE,0.004177109440267335,DM_FP_NUMBER_CTOR,20,3,1,0.003276003276003276,8.19000819000819E-4,8.19000819000819E-4,-1.0,0.0,0.0,0.33613445378151263,0.22039168056584854,-1.0,0.002506265664160401,0.03341687552213868,0.22039168056584854,-1.0,-1.0,19,12044,4082,12923,0,0.0,0,0,0,0,0.0,59,95,13,167,0,-36,0,0.0041711327544318375,0,2978,0,2247,161,0,5386,731,0.011231560573118039,2896,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3775,13497,130,1008,open
11134,org/apache/tools/ant/taskdefs/optional/depend/constantpool,org/apache/tools/ant/taskdefs/optional/depend/constantpool/IntegerCPInfo.java,3668,true,3,3,413,1,8,76,1,14,0.7678571428571429,14,35,2.5,0.6666666666666666,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,PERFORMANCE,0.01921470342522974,DM_NUMBER_CTOR,18,2,1,0.003276003276003276,8.19000819000819E-4,8.19000819000819E-4,-1.0,0.08695652173913043,0.005293005671077505,0.33613445378151263,0.22039168056584854,-0.8260869565217391,0.002506265664160401,0.03341687552213868,0.22039168056584854,-1.0,-1.0,19,12044,4082,12923,0,0.0,0,0,0,0,0.0,59,95,13,167,0,-36,0,0.004023342888048111,0,2978,0,2247,161,0,5386,731,0.011231560573118039,2896,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3775,13497,130,1008,open
12923,org/apache/tools/ant/taskdefs/optional/depend/constantpool,org/apache/tools/ant/taskdefs/optional/depend/constantpool/LongCPInfo.java,4082,true,3,3,413,1,8,76,1,14,0.7678571428571429,14,35,2.5,0.6666666666666666,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,PERFORMANCE,0.01921470342522974,DM_NUMBER_CTOR,18,2,1,0.003276003276003276,8.19000819000819E-4,8.19000819000819E-4,-1.0,0.08695652173913043,0.005293005671077505,0.33613445378151263,0.22039168056584854,-0.8260869565217391,0.002506265664160401,0.03341687552213868,0.22039168056584854,-1.0,-1.0,19,12044,4082,12923,0,0.0,0,0,0,0,0.0,59,95,13,167,0,-36,0,0.0037235535871763038,0,2978,0,2247,161,0,5386,731,0.011231560573118039,2896,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3775,13497,130,1008,open
