F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-GuiPackage,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Integer,F16-ReportPage,F16-ParamMask,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-((ThroughputController)el).getMaxThroughput(),F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TextMessage,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-JMeterFileFilter,F3-String,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-URL,F3-Node,F3-String[],F3-Date,F3-Locale,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String[],F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-JMeterEngine,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-Integer,F2-JTextComponent,F2-JTree,F2-InputStream,F2-DateFormat,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-Header,F2-ExecutorService,F2-Connection,F2-String,F2-HashTree,F2-MailerModel,F2-Long,F2-System,F2-Authorization,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-java.io.PrintWriter,F6-org.apache.jmeter.gui.action.ActionRouter,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F6-org.apache.jmeter.gui.ReportGuiPackage,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getMailerModel,F1-getText,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-getSelectedFile,F1-debug,F1-get,F1-setSelected,F1-exit,F1-getKey,F1-toString,F1-length,F1-setText,F5-java.util.AbstractMap,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AbstractTestElement,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-factory,F9-label,F9-data,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-time,F9-backColor,F9-chkBox,F9-barrier,F9-NA,F9-lineColor,F9-random,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Container,F4-boolean,F4-File[],F4-Future,F4-long,F4-Map<String PreparedStatement>,F4-PreparedStatement,F4-JMeterProperty,F4-Node,F4-Object,F4-File,F4-TreePath,F4-void,F4-List,F4-StringBuilder,F4-String,F4-int,F4-JButton,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F8-HC4TrustAllSSLSocketFactory,F8-BarrierWrapper,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-COLUMN_RESOURCE_NAMES,F11-sumOfSquares,F11-CLEAR,F11-NORMAL_CHARACTER_REGEX,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-milamber@apache.org,F71-thads@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F74,F73,F84,F146,category
5679,org/apache/jmeter/protocol/system,org/apache/jmeter/protocol/system/SystemSampler.java,247,true,80,21,258,1,0,31,11,4,0.5615141955835962,181,86,0.47513812154696133,1.0,55,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,STYLE,0.0802675585284281,REC_CATCH_EXCEPTION,17,2,2,0.004081632653061225,0.0027210884353741495,0.0027210884353741495,1.0,0.3958333333333333,0.011388062169312171,0.5025906735751295,0.35183188315354696,-0.20833333333333334,0.2040133779264214,0.23745819397993312,0.35183188315354696,1.0,1.0,9,921,247,5679,1,7.8125E-4,0,0,1,1,1.953125E-4,43,7,1,51,0,36,1,0.1258857084500467,1,106,0,10,2,1,118,96,0.08804276082527965,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4847,14044,90,4847,close
5679,org/apache/jmeter/protocol/system/gui,org/apache/jmeter/protocol/system/gui/SystemSamplerGui.java,247,true,14,14,140,1,8,14,1,1,0.5317460317460317,178,49,0.2752808988764045,0.21428571428571427,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,STYLE,0.1454849498327759,BC_UNCONFIRMED_CAST,20,3,1,0.0027210884353741495,0.0027210884353741495,0.0013605442176870747,-1.0,0.28735632183908044,0.009751555530390251,0.5025906735751295,0.35183188315354696,-0.39080459770114945,0.2040133779264214,0.23745819397993312,0.35183188315354696,-1.0,-1.0,7,887,238,5645,4,0.003041825095057034,0,0,4,4,0.003041825095057034,161,3,0,164,0,158,4,0.06468647810651001,4,161,0,3,0,4,164,158,0.06468647810651001,90,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4847,14044,90,4847,open
5679,org/apache/jmeter/protocol/system/gui,org/apache/jmeter/protocol/system/gui/SystemSamplerGui.java,247,true,23,14,140,1,8,14,5,1,0.4365079365079365,178,49,0.2752808988764045,0.13043478260869565,27,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,STYLE,0.1454849498327759,BC_UNCONFIRMED_CAST,20,3,1,0.0027210884353741495,0.0027210884353741495,0.0013605442176870747,-1.0,0.28735632183908044,0.009751555530390251,0.5025906735751295,0.35183188315354696,-0.39080459770114945,0.2040133779264214,0.23745819397993312,0.35183188315354696,-1.0,-1.0,7,887,238,5645,4,0.003041825095057034,0,0,4,4,0.003041825095057034,161,3,0,164,0,158,4,0.06468647810651001,4,161,0,3,0,4,164,158,0.06468647810651001,90,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4847,14044,90,4847,open
4847,org/apache/jmeter/protocol/tcp/sampler,org/apache/jmeter/protocol/tcp/sampler/TCPClientImpl.java,34,true,40,4,535,1,0,76,7,9,0.9583333333333334,65,45,0.6923076923076923,1.0,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,I18N,0.08695652173913043,DM_DEFAULT_ENCODING,19,1,1,0.004081632653061225,0.0013605442176870747,0.0013605442176870747,1.0,0.6538461538461539,0.11316568047337278,0.6551724137931034,1.6734601821037333E-5,0.3269230769230769,0.033444816053511704,0.03177257525083612,1.6734601821037333E-5,-0.3333333333333333,1.0,12,3707,1639,8465,47,0.002004008016032064,1,4,43,52,0.018111805864292167,189,102,7,298,0,87,3,0.1381826818773085,3,922,0,354,52,3,1328,568,0.16431327119222683,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4847,14044,42,4799,close
7853,org/apache/jmeter/protocol/tcp/sampler,org/apache/jmeter/protocol/tcp/sampler/TCPSampler.java,1235,true,21,41,535,2,0,76,4,9,0.6237113402061856,431,72,0.16705336426914152,1.0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,STYLE,0.0802675585284281,REC_CATCH_EXCEPTION,20,3,1,0.004081632653061225,0.0027210884353741495,0.0013605442176870747,-1.0,0.3958333333333333,0.011388062169312171,0.5025906735751295,0.35183188315354696,-0.20833333333333334,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.3333333333333333,-1.0,39,5516,2393,10274,47,0.13522777532065458,1,4,43,52,0.018111805864292167,358,112,22,492,4,246,33,0.11596911710460234,38,922,1,354,52,29,1328,568,0.16431327119222683,42,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4799,14044,42,4799,open
11338,org/apache/jmeter/report/gui,org/apache/jmeter/report/gui/BarChartGui.java,2672,true,10,7,416,1,8,35,1,5,0.9419354838709677,115,17,0.14782608695652175,0.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,STYLE,0.1454849498327759,BC_UNCONFIRMED_CAST,20,3,1,0.010884353741496598,0.0027210884353741495,0.0013605442176870747,1.0,0.28735632183908044,0.009751555530390251,0.5025906735751295,0.35183188315354696,-0.39080459770114945,0.2040133779264214,0.23745819397993312,0.35183188315354696,1.0,1.0,16,6602,2675,11360,12,0.01015228426395939,0,0,12,12,0.011229379297027726,131,89,0,220,0,42,2,0.06962470940943327,2,704,0,197,2,2,903,507,0.038557404638915195,100,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4857,14044,100,4857,close
11338,org/apache/jmeter/report/gui,org/apache/jmeter/report/gui/BarChartGui.java,2672,true,10,7,416,1,8,35,1,5,0.864516129032258,115,17,0.14782608695652175,0.3,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,STYLE,0.1454849498327759,BC_UNCONFIRMED_CAST,20,3,1,0.010884353741496598,0.0027210884353741495,0.0013605442176870747,1.0,0.28735632183908044,0.009751555530390251,0.5025906735751295,0.35183188315354696,-0.39080459770114945,0.2040133779264214,0.23745819397993312,0.35183188315354696,1.0,1.0,16,6602,2675,11360,12,0.01015228426395939,0,0,12,12,0.011229379297027726,131,89,0,220,0,42,2,0.06962470940943327,2,704,0,197,2,2,903,507,0.038557404638915195,100,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4857,14044,100,4857,close
11360,org/apache/jmeter/report/gui,org/apache/jmeter/report/gui/LineGraphGui.java,2675,true,10,7,416,1,8,35,1,5,0.948051948051948,114,17,0.14912280701754385,0.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,STYLE,0.1454849498327759,BC_UNCONFIRMED_CAST,20,3,1,0.010884353741496598,0.0027210884353741495,0.0013605442176870747,1.0,0.28735632183908044,0.009751555530390251,0.5025906735751295,0.35183188315354696,-0.39080459770114945,0.2040133779264214,0.23745819397993312,0.35183188315354696,1.0,1.0,9,6329,2596,11087,12,0.009259259259259259,0,0,12,12,0.011229379297027726,130,88,1,219,0,42,2,0.04183507101670672,2,704,0,197,2,2,903,507,0.038557404638915195,100,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4857,14044,100,4857,close
11360,org/apache/jmeter/report/gui,org/apache/jmeter/report/gui/LineGraphGui.java,2675,true,10,7,416,1,8,35,1,5,0.8701298701298701,114,17,0.14912280701754385,0.3,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,STYLE,0.1454849498327759,BC_UNCONFIRMED_CAST,20,3,1,0.010884353741496598,0.0027210884353741495,0.0013605442176870747,1.0,0.28735632183908044,0.009751555530390251,0.5025906735751295,0.35183188315354696,-0.39080459770114945,0.2040133779264214,0.23745819397993312,0.35183188315354696,1.0,1.0,9,6329,2596,11087,12,0.009259259259259259,0,0,12,12,0.011229379297027726,130,88,1,219,0,42,2,0.04183507101670672,2,704,0,197,2,2,903,507,0.038557404638915195,100,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4857,14044,100,4857,close
11398,org/apache/jmeter/report/gui,org/apache/jmeter/report/gui/ReportPageGui.java,2679,true,10,6,416,1,8,35,1,5,0.9459459459459459,100,29,0.29,0.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,STYLE,0.1454849498327759,BC_UNCONFIRMED_CAST,20,3,1,0.010884353741496598,0.0027210884353741495,0.0013605442176870747,1.0,0.28735632183908044,0.009751555530390251,0.5025906735751295,0.35183188315354696,-0.39080459770114945,0.2040133779264214,0.23745819397993312,0.35183188315354696,1.0,1.0,14,6636,2679,11394,12,0.00847457627118644,0,0,12,12,0.011229379297027726,215,9,0,224,0,206,2,0.021912845469102566,2,704,0,197,2,2,903,507,0.038557404638915195,100,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4857,14044,100,4857,close
11398,org/apache/jmeter/report/gui,org/apache/jmeter/report/gui/ReportPageGui.java,2679,true,10,6,416,1,8,35,1,5,0.8648648648648649,100,29,0.29,0.3,14,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,STYLE,0.1454849498327759,BC_UNCONFIRMED_CAST,20,3,1,0.010884353741496598,0.0027210884353741495,0.0013605442176870747,1.0,0.28735632183908044,0.009751555530390251,0.5025906735751295,0.35183188315354696,-0.39080459770114945,0.2040133779264214,0.23745819397993312,0.35183188315354696,1.0,1.0,14,6636,2679,11394,12,0.00847457627118644,0,0,12,12,0.011229379297027726,215,9,0,224,0,206,2,0.021912845469102566,2,704,0,197,2,2,903,507,0.038557404638915195,100,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4857,14044,100,4857,close
11389,org/apache/jmeter/report/gui,org/apache/jmeter/report/gui/TableGui.java,2678,true,13,8,416,1,8,35,2,5,0.8947368421052632,115,20,0.17391304347826086,0.23076923076923078,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,STYLE,0.1454849498327759,BC_UNCONFIRMED_CAST,20,3,1,0.010884353741496598,0.0027210884353741495,0.0013605442176870747,1.0,0.28735632183908044,0.009751555530390251,0.5025906735751295,0.35183188315354696,-0.39080459770114945,0.2040133779264214,0.23745819397993312,0.35183188315354696,1.0,1.0,13,6602,2675,11360,12,0.011406844106463879,0,0,12,12,0.011229379297027726,124,1,0,125,0,123,3,0.048581579535368916,3,704,0,197,2,3,903,507,0.038557404638915195,100,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4857,14044,100,4857,close
11389,org/apache/jmeter/report/gui,org/apache/jmeter/report/gui/TableGui.java,2678,true,13,8,416,1,8,35,2,5,0.7960526315789473,115,20,0.17391304347826086,0.23076923076923078,28,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,STYLE,0.1454849498327759,BC_UNCONFIRMED_CAST,20,3,1,0.010884353741496598,0.0027210884353741495,0.0013605442176870747,1.0,0.28735632183908044,0.009751555530390251,0.5025906735751295,0.35183188315354696,-0.39080459770114945,0.2040133779264214,0.23745819397993312,0.35183188315354696,1.0,1.0,13,6602,2675,11360,12,0.011406844106463879,0,0,12,12,0.011229379297027726,124,1,0,125,0,123,3,0.048581579535368916,3,704,0,197,2,3,903,507,0.038557404638915195,100,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4857,14044,100,4857,close
