F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Comparable<String>,F16-String[],F16-Comparable<Boolean>,F16-Map<String String>,F16-List<ObjectName>,F16-long,F16-Object,F16-PreparedStatement,F16-NA,F16-void,F16-SSLSupport,F16-int,F16-boolean,F16-Comparable<Date>,F16-ELContextImpl,F16-String,F16-Method,F16-JspApplicationContext,F16-Void,F16-WebResource,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-byte[],F3-MappedHost[],F3-boolean,F3-Object,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-String[],F3-ObjectName,F3-Level,F7--,F7-/,F7-&=,F7-++,F7-|=,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-HashMap<String Method>,F12-NA,F12-AtomicInteger,F12-TemplatePathMatchComparator,F12-boolean,F12-byte[],F12-String,F12-Comparator<Session>,F17-static,F17-final,F17-static-final,F17-NA,F2-StringBuilder,F2-InstanceKeyDataSource,F2-ELParser,F2-Thread,F2-NA,F2-ReentrantLock,F2-SimpleCharStream,F2-MBeanServer,F2-Buffer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-JDBCStore,F2-AccessibleObject,F2-Class<>,F2-System,F2-Map<String LockRecord>,F2-Statement,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.lang.Long,F6-org.apache.jasper.compiler.JspConfig.JspProperty,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-org.apache.el.parser.Token,F6-java.io.PrintStream,F6-java.net.URL,F6-java.lang.Float,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.tomcat.jni.Library,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.catalina.ha.context.ReplicatedContext.ReplApplContext,F6-java.io.BufferedReader,F6-org.apache.el.parser.PropertyNotFoundException,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-invoke,F1-ReInit,F1-delete,F1-NA,F1-jj_ntk,F1-close,F1-prepareStatement,F1-jj_consume_token,F1-getString,F1-getBytes,F1-get,F1-execute,F1-append,F1-getConnection,F1-openNodeScope,F1-getProperty,F1-put,F1-currentTimeMillis,F1-toString,F1-list,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.logging.Logger,F5-ApplicationContext,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.OutputStream,F5-java.lang.Exception,F9-cluster,F9-encoding,F9-displayName,F9-accessed,F9-sessionIdCol,F9-sessionAppCol,F9-locks,F9-lastAccess,F9-size,F9-attributes,F9-servletClass,F9-jaasConfiguration,F9-view,F9-payload,F9-NA,F9-wrapper,F9-channel,F9-uniqueId,F9-membershipService,F9-message,F10-NA,F10-true,F19-NA,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-Constructor,F4-InputStream,F4-long,F4-E,F4-PreparedStatement,F4-LockRecord,F4-Token,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-StringBuilder,F4-String,F4-int,F4-Method,F8-AccessLogValve,F8-StandardContext,F8-LambdaExpressionComparator,F8-JarInputStreamWrapper,F8-StandardWrapper,F8-ResultSetProxy,F8-GatherState<A>,F8-McastService,F8-MapMessage,F8-JAASRealm,F8-HostManagerServlet,F8-ContextService,F8-ChannelData,F8-AbstractReplicatedMap<K V>,F8-CoordinationEvent,F8-JDBCStore,F8-NA,F8-FaultyMember,F8-ObjectReader,F8-ChannelCoordinator,F11-START_DATA,F11-INSTANCE,F11-type,F11-fnmap,F11-class_name,F11-NA,F11-serialVersionUID,F11-comparator,F11-submittedCount,F11-hasHashCode,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mturk@apache.org,F71-jboynes@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-schultz@apache.org =  schultz = Christopher Schultz schultz@apache.org@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,F74,F73,F84,F146,category
8587,org/apache/catalina/valves/rewrite,org/apache/catalina/valves/rewrite/RewriteCond.java,0,true,58,14,169,5,0,116,13,20,0.13740458015267176,186,45,0.24193548387096775,1.0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,8,STYLE,0.014,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.008201202843083653,0.004373974849644614,5.467468562055768E-4,-1.0,0.6190476190476191,0.007607344012873967,0.318359375,0.3384864865075027,0.23809523809523808,0.014666666666666666,0.09466666666666666,0.3384864865075027,-0.6,-1.0,3,3373,0,8587,694,0.09,100,25,669,819,0.10992556389410775,6,3,7,16,3,3,6,0.09,16,694,7,25,100,3,819,669,0.10992556389410775,3002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8390,17995,324,5711,open
8587,org/apache/catalina/valves/rewrite,org/apache/catalina/valves/rewrite/RewriteRule.java,0,true,3,67,169,1,8,116,1,20,0.6278195488721805,327,161,0.4923547400611621,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,2,MALICIOUS_CODE,0.056,EI_EXPOSE_REP,18,2,1,0.008201202843083653,0.0010934937124111536,5.467468562055768E-4,-1.0,0.2261904761904762,0.013463718820861678,0.25170068027210885,0.16423947318398255,-0.5476190476190477,0.0026666666666666666,0.04666666666666667,0.16423947318398255,-0.6,-1.0,1,3373,0,8587,694,0.13537117903930132,100,25,669,819,0.10992556389410775,7,6,80,93,6,1,7,0.13537117903930132,93,694,80,25,100,1,819,669,0.10992556389410775,3196,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8584,17995,324,5711,open
8587,org/apache/catalina/valves/rewrite,org/apache/catalina/valves/rewrite/RewriteRule.java,0,true,3,67,169,1,8,116,1,20,0.6334586466165414,327,161,0.4923547400611621,0.6666666666666666,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,2,MALICIOUS_CODE,0.042,EI_EXPOSE_REP2,18,2,1,0.008201202843083653,0.0010934937124111536,5.467468562055768E-4,-1.0,0.23809523809523808,0.013954299668585381,0.25170068027210885,0.16423947318398255,-0.5238095238095238,0.0026666666666666666,0.04666666666666667,0.16423947318398255,-0.6,-1.0,1,3373,0,8587,694,0.13537117903930132,100,25,669,819,0.10992556389410775,7,6,80,93,6,1,7,0.13537117903930132,93,694,80,25,100,1,819,669,0.10992556389410775,3196,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8584,17995,324,5711,open
8587,org/apache/catalina/valves/rewrite,org/apache/catalina/valves/rewrite/RewriteValve.java,0,true,167,17,169,1,0,116,37,20,0.6321381142098274,576,113,0.19618055555555555,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5,BAD_PRACTICE,0.038,DE_MIGHT_IGNORE,19,3,3,0.008201202843083653,0.002733734281027884,0.0016402405686167304,0.3333333333333333,0.47368421052631576,0.007554772097708387,0.2600732600732601,0.4950614421935408,-0.05263157894736842,0.013333333333333334,0.034,0.4950614421935408,-0.6,0.2,6,3373,0,8587,694,0.22185212188632164,100,25,669,819,0.10992556389410775,661,10,1,672,10,651,661,0.22185212188632164,672,694,1,25,100,651,819,669,0.10992556389410775,324,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5711,17995,324,5711,open
8587,org/apache/catalina/valves/rewrite,org/apache/catalina/valves/rewrite/RewriteValve.java,0,true,334,17,169,1,20,116,73,20,0.4960159362549801,576,113,0.19618055555555555,0.2245508982035928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5,STYLE,0.048,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.008201202843083653,0.002733734281027884,0.0016402405686167304,0.3333333333333333,0.5277777777777778,0.00803962564715253,0.318359375,0.3384864865075027,0.05555555555555555,0.014666666666666666,0.09466666666666666,0.3384864865075027,-0.6,0.2,6,3373,0,8587,694,0.22185212188632164,100,25,669,819,0.10992556389410775,661,10,1,672,10,651,661,0.22185212188632164,672,694,1,25,100,651,819,669,0.10992556389410775,324,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5711,17995,324,5711,close
8587,org/apache/catalina/valves/rewrite,org/apache/catalina/valves/rewrite/RewriteValve.java,0,true,19,17,169,1,0,116,6,20,0.19123505976095617,576,113,0.19618055555555555,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5,STYLE,0.048,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.008201202843083653,0.002733734281027884,5.467468562055768E-4,1.0,0.5277777777777778,0.00803962564715253,0.318359375,0.3384864865075027,0.05555555555555555,0.014666666666666666,0.09466666666666666,0.3384864865075027,-0.6,0.2,6,3373,0,8587,694,0.22185212188632164,100,25,669,819,0.10992556389410775,661,10,1,672,10,651,661,0.22185212188632164,672,694,1,25,100,651,819,669,0.10992556389410775,324,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5711,17995,324,5711,close
8587,org/apache/catalina/valves/rewrite,org/apache/catalina/valves/rewrite/RewriteValve.java,0,true,167,17,169,1,8,116,37,20,0.3784860557768924,576,113,0.19618055555555555,0.03592814371257485,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5,BAD_PRACTICE,0.0026666666666666666,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,16,2,3,0.008201202843083653,0.002733734281027884,0.0016402405686167304,0.3333333333333333,1.0,0.0,0.2600732600732601,0.4950614421935408,1.0,0.013333333333333334,0.034,0.4950614421935408,-0.6,0.2,6,3373,0,8587,694,0.22185212188632164,100,25,669,819,0.10992556389410775,661,10,1,672,10,651,661,0.22185212188632164,672,694,1,25,100,651,819,669,0.10992556389410775,324,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5711,17995,324,5711,close
8587,org/apache/catalina/valves/rewrite,org/apache/catalina/valves/rewrite/RewriteValve.java,0,true,71,17,169,1,0,116,18,20,0.7888446215139442,576,113,0.19618055555555555,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5,STYLE,0.054,REC_CATCH_EXCEPTION,20,3,1,0.008201202843083653,0.002733734281027884,5.467468562055768E-4,-1.0,0.18518518518518517,0.004867472012035932,0.318359375,0.3384864865075027,-0.6296296296296297,0.014666666666666666,0.09466666666666666,0.3384864865075027,-0.6,0.2,6,3373,0,8587,694,0.22185212188632164,100,25,669,819,0.10992556389410775,661,10,1,672,10,651,661,0.22185212188632164,672,694,1,25,100,651,819,669,0.10992556389410775,324,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5711,17995,324,5711,open
6875,org/apache/catalina/webresources,org/apache/catalina/webresources/AbstractArchiveResource.java,0,true,6,21,603,2,8,285,3,34,0.6823104693140795,202,21,0.10396039603960396,0.8333333333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,MALICIOUS_CODE,0.056,EI_EXPOSE_REP,18,2,1,0.0065609622744669215,0.0016402405686167304,5.467468562055768E-4,-1.0,0.2261904761904762,0.013463718820861678,0.25170068027210885,0.16423947318398255,-0.5476190476190477,0.0026666666666666666,0.04666666666666667,0.16423947318398255,-0.6666666666666666,-1.0,1,1343,0,6557,1589,0.39647058823529413,42,593,996,2224,0.1106096778857123,47,6,0,53,6,41,47,0.39647058823529413,53,1589,0,593,42,41,2224,996,0.1106096778857123,1168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6555,17995,248,5635,open
6875,org/apache/catalina/webresources,org/apache/catalina/webresources/AbstractArchiveResource.java,0,true,11,21,603,2,12,285,2,34,0.38267148014440433,202,21,0.10396039603960396,0.6623376623376623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,BAD_PRACTICE,0.018666666666666668,NM_CONFUSING,19,3,0,0.0065609622744669215,0.0016402405686167304,2.733734281027884E-4,-0.5,0.17857142857142858,0.0044449598021026595,0.2600732600732601,0.4950614421935408,-0.6428571428571429,0.013333333333333334,0.034,0.4950614421935408,-0.6666666666666666,-1.0,3,1661,0,6875,1589,0.39647058823529413,42,593,996,2224,0.1106096778857123,47,6,0,53,6,41,47,0.39647058823529413,53,1589,0,593,42,41,2224,996,0.1106096778857123,1168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6555,17995,248,5635,open
6875,org/apache/catalina/webresources,org/apache/catalina/webresources/AbstractArchiveResource.java,0,true,0,21,603,2,6,285,1,34,0.7617328519855595,202,21,0.10396039603960396,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,PERFORMANCE,0.004666666666666667,SIC_INNER_SHOULD_BE_STATIC,18,2,0,0.0065609622744669215,0.0016402405686167304,0.0,0.0,0.42857142857142855,0.017492711370262388,0.64375,0.2883886904580449,-0.14285714285714285,0.05,0.019333333333333334,0.2883886904580449,-0.6666666666666666,-1.0,3,1661,0,6875,1589,0.39647058823529413,42,593,996,2224,0.1106096778857123,47,6,0,53,6,41,47,0.39647058823529413,53,1589,0,593,42,41,2224,996,0.1106096778857123,1168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6555,17995,248,5635,open
9075,org/apache/catalina/webresources,org/apache/catalina/webresources/Cache.java,0,true,0,18,603,3,10,285,1,34,0.9333333333333333,173,45,0.26011560693641617,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,BAD_PRACTICE,0.0033333333333333335,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,19,2,0,0.0065609622744669215,5.467468562055768E-4,0.0,0.0,0.2,0.004848484848484849,0.2600732600732601,0.4950614421935408,-0.6,0.013333333333333334,0.034,0.4950614421935408,-0.6666666666666666,-1.0,15,3861,0,9075,1589,0.19165582359431133,42,593,996,2224,0.1106096778857123,55,47,0,102,47,8,55,0.19165582359431133,102,1589,0,593,42,8,2224,996,0.1106096778857123,506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5893,17995,248,5635,open
9075,org/apache/catalina/webresources,org/apache/catalina/webresources/CachedResource.java,0,true,11,27,603,1,16,285,3,34,0.8422818791946308,224,32,0.14285714285714285,0.45454545454545453,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2,STYLE,0.034666666666666665,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.0065609622744669215,0.0010934937124111536,5.467468562055768E-4,-1.0,0.17307692307692307,0.004616816186295094,0.318359375,0.3384864865075027,-0.6538461538461539,0.014666666666666666,0.09466666666666666,0.3384864865075027,-0.6666666666666666,-1.0,12,3861,0,9075,1589,0.13242176399545325,42,593,996,2224,0.1106096778857123,211,8,0,219,8,203,211,0.13242176399545325,219,1589,0,593,42,203,2224,996,0.1106096778857123,283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5670,17995,248,5635,open
