F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-URL[],F16-String,F16-Manifest,F16-Reader,F16-PrintStream,F16-File,F16-DateFormat,F3-NA,F3-Class,F3-Long,F3-PrintStream,F3-File,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F3-Path,F3-Locale,F7--,F7-/,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-Object,F12-NA,F12-boolean,F12-Vector,F12-Method,F12-String,F12-AssertionFailedError,F12-HandlerType,F12-URL,F12-Reference,F12-File,F12-FileUtils,F12-ArrayList,F12-UnparseableExtraFieldData,F12-Union,F12-Path,F12-LinkedHashMap,F12-MailMessage,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Document,F2-Process,F2-NA,F2-StringBuffer,F2-DateFormatFactory,F2-Vector,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-List,F2-MockProject,F2-OutputStream,F2-Enumeration,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-NA,F6-java.lang.Long,F6-java.io.InputStreamReader,F6-java.util.Vector,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.lang.Integer,F6-org.apache.tools.ant.types.PatternSet,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F1-delete,F1-NA,F1-next,F1-iterator,F1-assertEquals,F1-getInstance,F1-get,F1-indexOf,F1-listFiles,F1-equals,F1-toLowerCase,F1-getProperty,F1-resolveFile,F1-load,F1-createTempFile,F1-log,F1-mkdirs,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.util.HashMap,F9-anonymousSchema,F9-ignoreSystemclasses,F9-uname,F9-forceOverwrite,F9-replyto,F9-extDirs,F9-key,F9-keys,F9-method,F9-todir,F9-genericJarSuffix,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-buildfile,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-Iterator,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-AbstractCvsTask,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-EjbJar,F8-JDBCTask,F8-DirectoryScanner,F8-SchemaValidate,F8-MailMessage,F8-MethodAndObject,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-AntTypeDefinition,F8-Javac,F11-msg,F11-description,F11-nested,F11-NA,F11-refid,F11-classname,F11-FILE_UTILS,F11-type,F11-error,F11-externalAttributes,F11-unparseableExtra,F11-extraFields,F11-ref,F11-platform,F11-unlessCond,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,category
8614,org/apache/tools/ant/taskdefs/optional/j2ee,org/apache/tools/ant/taskdefs/optional/j2ee/AbstractHotDeploymentTool.java,3097,true,6,14,258,1,12,52,2,6,0.3471502590673575,59,111,1.88135593220339,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,STYLE,0.09052808046940486,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.004081632653061225,0.0024489795918367346,8.163265306122449E-4,-1.0,0.12962962962962962,0.003760859625057156,0.2532981530343008,0.4487656916173399,-0.7407407407407407,0.00586756077116513,0.07795473595976529,0.4487656916173399,-1.0,-1.0,13,8215,3201,9249,0,0.0,0,0,0,0,0.0,25,63,5,93,0,-38,0,0.0010173974917372475,0,401,0,325,18,0,744,76,0.010191713457765405,2740,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,3775,13497,1607,2642,open
8614,org/apache/tools/ant/taskdefs/optional/j2ee,org/apache/tools/ant/taskdefs/optional/j2ee/AbstractHotDeploymentTool.java,3097,true,11,14,258,1,8,52,4,6,0.47150259067357514,59,111,1.88135593220339,0.18181818181818182,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,STYLE,0.09052808046940486,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.004081632653061225,0.0024489795918367346,8.163265306122449E-4,-1.0,0.12962962962962962,0.003760859625057156,0.2532981530343008,0.4487656916173399,-0.7407407407407407,0.00586756077116513,0.07795473595976529,0.4487656916173399,-1.0,-1.0,5,5758,2659,6792,0,0.0,0,0,0,0,0.0,25,63,5,93,0,-38,0,0.0010173974917372475,0,401,0,325,18,0,744,76,0.010191713457765405,2740,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3775,13497,1607,2642,open
9194,org/apache/tools/ant/taskdefs/optional/j2ee,org/apache/tools/ant/taskdefs/optional/j2ee/JonasHotDeploymentTool.java,3198,true,0,7,258,1,6,52,1,6,0.1593625498007968,105,109,1.0380952380952382,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,STYLE,0.01592623637887678,RI_REDUNDANT_INTERFACES,20,3,0,0.004081632653061225,8.163265306122449E-4,0.0,0.0,0.8947368421052632,0.0031394275161588177,0.2532981530343008,0.4487656916173399,0.7894736842105263,0.00586756077116513,0.07795473595976529,0.4487656916173399,-1.0,-1.0,17,8160,3198,9194,0,0.0,0,0,0,0,0.0,25,65,1,91,0,-40,0,0.008518433930495999,0,401,0,325,18,0,744,76,0.010191713457765405,2740,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,3775,13497,1607,2642,open
9249,org/apache/tools/ant/taskdefs/optional/j2ee,org/apache/tools/ant/taskdefs/optional/j2ee/WebLogicHotDeploymentTool.java,3201,true,0,11,258,1,6,52,1,6,0.14979757085020243,110,105,0.9545454545454546,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,STYLE,0.01592623637887678,RI_REDUNDANT_INTERFACES,20,3,0,0.004081632653061225,8.163265306122449E-4,0.0,0.0,0.8947368421052632,0.0031394275161588177,0.2532981530343008,0.4487656916173399,0.7894736842105263,0.00586756077116513,0.07795473595976529,0.4487656916173399,-1.0,-1.0,17,8215,3201,9249,0,0.0,0,0,0,0,0.0,43,74,7,124,0,-31,0,0.009965526927918099,0,401,0,325,18,0,744,76,0.010191713457765405,1607,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,2642,13497,1607,2642,open
10036,org/apache/tools/ant/taskdefs/optional/javacc,org/apache/tools/ant/taskdefs/optional/javacc/JavaCC.java,3246,true,0,33,461,1,4,63,1,3,0.14109347442680775,300,189,0.63,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MALICIOUS_CODE,0.008382229673093043,MS_PKGPROTECT,18,2,0,0.0016326530612244899,0.0016326530612244899,0.0,0.0,1.0,0.0,0.22950819672131148,0.1740548406037683,1.0,0.0,0.01173512154233026,0.1740548406037683,1.0,1.0,18,6611,2828,7645,0,0.0,0,0,0,0,0.0,528,525,80,1133,0,3,0,0.07819421885659003,0,1158,0,847,108,0,2113,311,0.05441605412340477,602,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1637,13497,602,1637,close
10036,org/apache/tools/ant/taskdefs/optional/javacc,org/apache/tools/ant/taskdefs/optional/javacc/JavaCC.java,3246,true,0,33,461,1,4,63,1,3,0.15520282186948853,300,189,0.63,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MALICIOUS_CODE,0.008382229673093043,MS_PKGPROTECT,18,2,0,0.0016326530612244899,0.0016326530612244899,0.0,0.0,1.0,0.0,0.22950819672131148,0.1740548406037683,1.0,0.0,0.01173512154233026,0.1740548406037683,1.0,1.0,14,6106,2718,7140,0,0.0,0,0,0,0,0.0,528,525,80,1133,0,3,0,0.07819421885659003,0,1158,0,847,108,0,2113,311,0.05441605412340477,602,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1637,13497,602,1637,close
13069,org/apache/tools/ant/taskdefs/optional/jlink,org/apache/tools/ant/taskdefs/optional/jlink/ClassNameReader.java,3763,true,0,1,311,2,0,27,1,4,0.5755395683453237,71,49,0.6901408450704225,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,STYLE,8.382229673093043E-4,DB_DUPLICATE_SWITCH_CLAUSES,20,3,5,0.006530612244897959,0.004081632653061225,0.004081632653061225,-1.0,0.0,0.0,0.2532981530343008,0.4487656916173399,-1.0,0.00586756077116513,0.07795473595976529,0.4487656916173399,-0.5,-1.0,26,11788,3688,12822,0,0.0,0,0,0,0,0.0,185,116,26,327,0,69,0,0.05996197982132888,0,1066,0,1019,48,0,2133,47,0.05810753351309522,1631,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2666,13497,1631,2666,open
13069,org/apache/tools/ant/taskdefs/optional/jlink,org/apache/tools/ant/taskdefs/optional/jlink/ClassNameReader.java,3763,true,0,1,311,2,0,27,1,4,0.5755395683453237,71,49,0.6901408450704225,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,PERFORMANCE,0.004191114836546521,DM_FP_NUMBER_CTOR,20,3,5,0.006530612244897959,0.004081632653061225,0.004081632653061225,-1.0,0.0,0.0,0.33884297520661155,0.22097046702634518,-1.0,0.002514668901927913,0.03436714165968147,0.22097046702634518,-0.5,-1.0,15,7850,3184,8884,0,0.0,0,0,0,0,0.0,185,116,26,327,0,69,0,0.05996197982132888,0,1066,0,1019,48,0,2133,47,0.05810753351309522,1631,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2666,13497,1631,2666,open
13069,org/apache/tools/ant/taskdefs/optional/jlink,org/apache/tools/ant/taskdefs/optional/jlink/ClassNameReader.java,3763,true,0,1,311,2,0,27,1,4,0.5107913669064749,71,49,0.6901408450704225,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,PERFORMANCE,0.004191114836546521,DM_FP_NUMBER_CTOR,20,3,5,0.006530612244897959,0.004081632653061225,0.004081632653061225,-1.0,0.0,0.0,0.33884297520661155,0.22097046702634518,-1.0,0.002514668901927913,0.03436714165968147,0.22097046702634518,-0.5,-1.0,15,7850,3184,8884,0,0.0,0,0,0,0,0.0,185,116,26,327,0,69,0,0.05996197982132888,0,1066,0,1019,48,0,2133,47,0.05810753351309522,1631,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2666,13497,1631,2666,open
13069,org/apache/tools/ant/taskdefs/optional/jlink,org/apache/tools/ant/taskdefs/optional/jlink/ClassNameReader.java,3763,true,0,1,311,2,0,27,1,4,0.5899280575539568,71,49,0.6901408450704225,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,PERFORMANCE,0.019279128248113998,DM_NUMBER_CTOR,18,2,5,0.006530612244897959,0.004081632653061225,0.004081632653061225,-1.0,0.08695652173913043,0.005293005671077505,0.33884297520661155,0.22097046702634518,-0.8260869565217391,0.002514668901927913,0.03436714165968147,0.22097046702634518,-0.5,-1.0,15,7850,3184,8884,0,0.0,0,0,0,0,0.0,185,116,26,327,0,69,0,0.05996197982132888,0,1066,0,1019,48,0,2133,47,0.05810753351309522,1631,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2666,13497,1631,2666,open
13069,org/apache/tools/ant/taskdefs/optional/jlink,org/apache/tools/ant/taskdefs/optional/jlink/ClassNameReader.java,3763,true,0,1,311,2,0,27,1,4,0.539568345323741,71,49,0.6901408450704225,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,PERFORMANCE,0.019279128248113998,DM_NUMBER_CTOR,18,2,5,0.006530612244897959,0.004081632653061225,0.004081632653061225,-1.0,0.08695652173913043,0.005293005671077505,0.33884297520661155,0.22097046702634518,-0.8260869565217391,0.002514668901927913,0.03436714165968147,0.22097046702634518,-0.5,-1.0,15,7850,3184,8884,0,0.0,0,0,0,0,0.0,185,116,26,327,0,69,0,0.05996197982132888,0,1066,0,1019,48,0,2133,47,0.05810753351309522,1631,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2666,13497,1631,2666,open
13069,org/apache/tools/ant/taskdefs/optional/jlink,org/apache/tools/ant/taskdefs/optional/jlink/jlink.java,3763,true,0,16,311,1,8,27,1,4,0.10043668122270742,259,127,0.49034749034749037,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,BAD_PRACTICE,8.382229673093043E-4,NM_CLASS_NAMING_CONVENTION,16,2,0,0.006530612244897959,0.0024489795918367346,0.0,0.0,1.0,0.0,0.308300395256917,0.4577366600004116,1.0,0.00586756077116513,0.06286672254819782,0.4577366600004116,-0.5,0.3333333333333333,31,12035,3763,13069,0,0.0,0,0,0,0,0.0,671,690,18,1379,0,-19,0,0.0838040574338414,0,1066,0,1019,48,0,2133,47,0.05810753351309522,1631,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2666,13497,1631,2666,close
