F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-Enumeration,F16-URL[],F16-String,F16-InputStream,F16-Resource,F16-Reader,F16-PrintStream,F16-Iterator<Resource>,F16-File,F16-Map<URL Location>,F16-DateFormat,F3-NA,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-String,F3-long,F3-int,F3-String[],F3-Project.MSG_DEBUG,F7--,F7-/,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-List<ResourceComparator>,F12-Object,F12-NA,F12-List<NameEntry>,F12-boolean,F12-String,F12-AssertionFailedError,F12-Vector<Object>,F12-URL,F12-File,F12-Feature,F12-Mapper,F12-Vector<FileSelector>,F12-FileUtils,F12-ArrayList,F12-Collection<Resource>,F12-Union,F12-Path,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Process,F2-Document,F2-Thread,F2-NA,F2-Vector<String>,F2-ByteArrayOutputStream,F2-StringBuffer,F2-DateFormatFactory,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-MockProject,F2-OutputStream,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-NA,F6-java.lang.Long,F6-org.apache.tools.ant.taskdefs.FileResource,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-java.lang.Integer,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.io.FileReader,F6-java.io.File,F6-java.util.ArrayList<org.apache.tools.ant.types.PatternSet.NameEntry>,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F1-delete,F1-NA,F1-close,F1-next,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-getProperty,F1-resolveFile,F1-put,F1-load,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.text.DateFormat,F9-srcDir,F9-anonymousSchema,F9-failOnError,F9-ignoreSystemclasses,F9-uname,F9-replyto,F9-extDirs,F9-keys,F9-lastmodified,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-port,F9-buildfile,F9-length,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-Process,F4-Set,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-Length,F8-GenerateKey,F8-Get,F8-BFT,F8-Checksum,F8-Touch,F8-Resource,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-FixCRLF,F8-AntTypeDefinition,F8-EmailTask,F8-Javac,F11-msg,F11-nested,F11-NA,F11-refid,F11-WEBLOGIC_DEPLOY_CLASS_NAME,F11-classname,F11-FILE_UTILS,F11-excludesFileList,F11-type,F11-error,F11-ref,F11-unlessCond,F11-cache,F11-size,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F11-resourceComparators,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,category
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3941,true,25,26,643,3,16,53,4,10,0.24126637554585154,577,243,0.42114384748700173,0.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,BAD_PRACTICE,0.06491372226787182,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.01053484602917342,0.008914100486223663,0.0016207455429497568,-1.0,0.06329113924050633,0.002371414837365807,0.2589641434262948,0.31733725633408433,-0.8734177215189873,0.0024650780608052587,0.05094494658997535,0.31733725633408433,-0.8461538461538461,-1.0,92,12210,4448,12923,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2562,0,1855,274,0,4691,707,0.06241977034949007,1093,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1808,13497,15,727,open
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3941,true,6,26,643,3,0,53,1,10,0.6435589519650655,577,243,0.42114384748700173,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,CORRECTNESS,0.0024650780608052587,RpC_REPEATED_CONDITIONAL_TEST,8,2,1,0.01053484602917342,0.008914100486223663,8.103727714748784E-4,-1.0,0.3333333333333333,0.01851851851851852,0.6875,0.30950160395040366,-0.3333333333333333,0.0,0.06327033689400165,0.30950160395040366,-0.8461538461538461,-1.0,15,5071,3006,5784,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2562,0,1855,274,0,4691,707,0.06241977034949007,1093,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1808,13497,15,727,open
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3941,true,29,26,643,3,8,53,8,10,0.2794759825327511,577,243,0.42114384748700173,0.1724137931034483,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,STYLE,0.08134757600657354,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.01053484602917342,0.008914100486223663,8.103727714748784E-4,-1.0,0.0707070707070707,0.0022657786503136553,0.1912568306010929,0.32134206603592236,-0.8585858585858586,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-0.8461538461538461,-1.0,35,8239,3918,8952,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2562,0,1855,274,0,4691,707,0.06241977034949007,1093,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1808,13497,15,727,open
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3941,true,66,26,643,3,10,53,17,10,0.7025109170305677,577,243,0.42114384748700173,0.05303030303030303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,STYLE,0.08134757600657354,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.01053484602917342,0.008914100486223663,8.103727714748784E-4,-1.0,0.0707070707070707,0.0022657786503136553,0.1912568306010929,0.32134206603592236,-0.8585858585858586,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-0.8461538461538461,-1.0,55,9948,4010,10661,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2562,0,1855,274,0,4691,707,0.06241977034949007,1093,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1808,13497,15,727,open
9417,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/Depend.java,3941,true,17,26,643,3,8,53,5,10,0.8908296943231441,577,243,0.42114384748700173,0.5882352941176471,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,STYLE,0.08134757600657354,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.01053484602917342,0.008914100486223663,8.103727714748784E-4,-1.0,0.0707070707070707,0.0022657786503136553,0.1912568306010929,0.32134206603592236,-0.8585858585858586,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-0.8461538461538461,-1.0,36,8275,3919,8988,0,0.0,0,0,0,0,0.0,1552,966,197,2715,0,586,0,0.08575500901915833,0,2562,0,1855,274,0,4691,707,0.06241977034949007,1093,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1808,13497,15,727,open
9085,org/apache/tools/ant/taskdefs/optional/depend,org/apache/tools/ant/taskdefs/optional/depend/DependTest.java,3924,true,3,13,643,1,4,53,1,10,0.2974683544303797,82,56,0.6829268292682927,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,CORRECTNESS,0.06984387838948233,IJU_TEARDOWN_NO_SUPER,7,2,1,0.01053484602917342,8.103727714748784E-4,8.103727714748784E-4,1.0,0.7647058823529411,0.014994232987312575,0.6875,0.30950160395040366,0.5294117647058824,0.0,0.06327033689400165,0.30950160395040366,-0.8461538461538461,1.0,19,8372,3924,9085,0,0.0,0,0,0,0,0.0,58,140,1,199,0,-82,0,0.07063769590400204,0,2562,0,1855,274,0,4691,707,0.06241977034949007,2938,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,3653,13497,15,727,close
12923,org/apache/tools/ant/taskdefs/optional/depend/constantpool,org/apache/tools/ant/taskdefs/optional/depend/constantpool/ConstantPool.java,4448,true,13,14,411,1,12,76,3,14,0.2905027932960894,165,135,0.8181818181818182,0.7692307692307693,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,PERFORMANCE,0.03451109285127362,DM_NUMBER_CTOR,18,2,1,0.004051863857374392,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.047619047619047616,0.0028344671201814054,0.2625,0.1484261621315192,-0.9047619047619048,8.216926869350862E-4,0.03368940016433854,0.1484261621315192,-1.0,-1.0,29,12210,4448,12923,0,0.0,0,0,0,0,0.0,362,365,76,803,0,-3,0,0.025221490160618205,0,2578,0,2142,227,0,4947,436,0.009989490549046586,15,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,727,13497,15,727,open
12923,org/apache/tools/ant/taskdefs/optional/depend/constantpool,org/apache/tools/ant/taskdefs/optional/depend/constantpool/DoubleCPInfo.java,4448,true,3,3,411,1,8,76,1,14,0.7758620689655172,14,38,2.7142857142857144,0.6666666666666666,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,PERFORMANCE,0.004108463434675432,DM_FP_NUMBER_CTOR,20,3,1,0.004051863857374392,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.0,0.0,0.2625,0.1484261621315192,-1.0,8.216926869350862E-4,0.03368940016433854,0.1484261621315192,-1.0,-1.0,20,12210,4448,12923,0,0.0,0,0,0,0,0.0,142,96,1,239,0,46,0,0.006245430823049075,0,2578,0,2142,227,0,4947,436,0.009989490549046586,3060,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3775,13497,15,727,open
12923,org/apache/tools/ant/taskdefs/optional/depend/constantpool,org/apache/tools/ant/taskdefs/optional/depend/constantpool/FloatCPInfo.java,4448,true,3,3,411,1,8,76,1,14,0.7678571428571429,14,35,2.5,0.6666666666666666,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,PERFORMANCE,0.004108463434675432,DM_FP_NUMBER_CTOR,20,3,1,0.004051863857374392,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.0,0.0,0.2625,0.1484261621315192,-1.0,8.216926869350862E-4,0.03368940016433854,0.1484261621315192,-1.0,-1.0,19,12210,4448,12923,0,0.0,0,0,0,0,0.0,59,95,13,167,0,-36,0,0.0041711327544318375,0,2578,0,2142,227,0,4947,436,0.009989490549046586,3060,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3775,13497,15,727,open
11134,org/apache/tools/ant/taskdefs/optional/depend/constantpool,org/apache/tools/ant/taskdefs/optional/depend/constantpool/IntegerCPInfo.java,4034,true,3,3,411,1,8,76,1,14,0.7678571428571429,14,35,2.5,0.6666666666666666,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,PERFORMANCE,0.03451109285127362,DM_NUMBER_CTOR,18,2,1,0.004051863857374392,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.047619047619047616,0.0028344671201814054,0.2625,0.1484261621315192,-0.9047619047619048,8.216926869350862E-4,0.03368940016433854,0.1484261621315192,-1.0,-1.0,19,12210,4448,12923,0,0.0,0,0,0,0,0.0,59,95,13,167,0,-36,0,0.004023342888048111,0,2578,0,2142,227,0,4947,436,0.009989490549046586,3060,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3775,13497,15,727,open
12923,org/apache/tools/ant/taskdefs/optional/depend/constantpool,org/apache/tools/ant/taskdefs/optional/depend/constantpool/LongCPInfo.java,4448,true,3,3,411,1,8,76,1,14,0.7678571428571429,14,35,2.5,0.6666666666666666,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,PERFORMANCE,0.03451109285127362,DM_NUMBER_CTOR,18,2,1,0.004051863857374392,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.047619047619047616,0.0028344671201814054,0.2625,0.1484261621315192,-0.9047619047619048,8.216926869350862E-4,0.03368940016433854,0.1484261621315192,-1.0,-1.0,19,12210,4448,12923,0,0.0,0,0,0,0,0.0,59,95,13,167,0,-36,0,0.0037235535871763038,0,2578,0,2142,227,0,4947,436,0.009989490549046586,3060,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3775,13497,15,727,open
10504,org/apache/tools/ant/taskdefs/optional/ejb,org/apache/tools/ant/taskdefs/optional/ejb/BorlandDeploymentTool.java,3998,true,7,24,2837,2,8,253,2,27,0.9874551971326165,295,191,0.6474576271186441,0.2857142857142857,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,I18N,0.13640098603122433,DM_DEFAULT_ENCODING,19,1,1,0.04213938411669368,0.004051863857374392,8.103727714748784E-4,-1.0,0.18674698795180722,0.0759362752213674,0.164021164021164,0.003427425665023023,-0.6265060240963856,8.216926869350862E-4,0.024650780608052588,0.003427425665023023,-0.8461538461538461,-1.0,74,11169,4195,11882,0,0.0,0,0,0,0,0.0,1011,642,105,1758,0,369,0,0.09400591058494856,0,12573,0,8744,642,0,21959,3829,0.054106369925592514,1688,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,2403,13497,63,775,open
