F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-buschmi@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F71-erick@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F85,F73,F84,F146,F147,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
5625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,1,25862,234,4125,3892,
3345,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7236,1,25862,234,4125,3892,
234,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,4125,1,3248,234,4125,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10242,1,25862,383,4274,3892,
2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6742,1,25862,383,4274,3892,
8311,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12202,1,25862,383,4274,3892,
8311,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12202,1,25862,383,4274,3892,
6351,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10242,1,25862,383,4274,3892,
7482,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11373,1,25862,383,4274,3892,
7482,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11373,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10242,1,25862,383,4274,3892,
2851,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6742,1,1924,383,4274,3892,
6351,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10242,1,1924,124,4015,3892,
124,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4015,1,1924,124,4015,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10242,1,3248,383,4274,3892,
399,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4290,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10242,1,25862,383,4274,3892,
2851,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6742,1,25862,383,4274,3892,
2851,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6742,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10242,1,25862,383,4274,3892,
1135,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5026,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10242,1,25862,383,4274,3892,
399,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4290,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10242,1,25862,383,4274,3892,
8311,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12202,1,2285,234,4125,3892,
6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,10242,1,25862,329,4220,3892,
6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,10242,1,25862,329,4220,3892,
6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,10242,1,25862,329,4220,3892,
6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,10242,1,25862,329,4220,3892,
3345,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7236,1,25862,329,4220,3892,
3345,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7236,1,25862,329,4220,3892,
3345,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7236,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
329,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4220,1,25862,329,4220,3892,
8908,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
8094,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11985,1,25862,329,4220,3892,
3345,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7236,1,25862,329,4220,3892,
399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290,1,25862,234,4125,3892,
2851,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6742,1,25862,234,4125,3892,
399,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4290,1,1924,234,4125,3892,
399,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4290,1,1924,234,4125,3892,
399,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4290,1,1924,234,4125,3892,
8311,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12202,1,1924,234,4125,3892,
399,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4290,1,25862,234,4125,3892,
399,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4290,1,25862,234,4125,3892,
196,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4087,1,3248,196,4087,3892,
196,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4087,1,3248,196,4087,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,10242,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,10242,1,25862,383,4274,3892,
3345,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7236,1,25862,383,4274,3892,
3345,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7236,1,25862,383,4274,3892,
3345,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7236,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
750,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4641,1,25862,383,4274,3892,
8908,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,25862,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
8908,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1,3684,383,4274,3892,
3345,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7236,1,25862,383,4274,3892,
6351,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,10242,1,25862,188,4079,3892,
2851,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6742,1,25862,188,4079,3892,
788,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4679,1,25862,188,4079,3892,
7097,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10988,1,25862,188,4079,3892,
7097,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10988,1,25862,188,4079,3892,
234,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,4125,1,2285,234,4125,3892,
234,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,4125,1,2285,234,4125,3892,
234,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,4125,1,2285,234,4125,3892,
7067,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10958,1,25862,234,4125,3892,
7067,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10958,1,25862,234,4125,3892,
7067,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10958,1,25862,234,4125,3892,
7067,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10958,1,25862,234,4125,3892,
7067,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10958,1,25862,234,4125,3892,
7067,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10958,1,25862,234,4125,3892,
7067,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10958,1,25862,234,4125,3892,
7067,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10958,1,25862,234,4125,3892,
7067,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10958,1,25862,234,4125,3892,
298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4189,1,3248,230,4121,3892,
230,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,4121,1,25862,230,4121,3892,
737,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4628,1,25862,230,4121,3892,
737,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4628,1,25862,230,4121,3892,
737,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4628,1,25862,230,4121,3892,
737,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4628,1,25862,230,4121,3892,
2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6742,1,25862,386,4277,3892,
2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6742,1,25862,386,4277,3892,
2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6742,1,25862,386,4277,3892,
2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6742,1,25862,386,4277,3892,
2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6742,1,25862,386,4277,3892,
4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8175,1,25862,386,4277,3892,
4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8175,1,25862,386,4277,3892,
2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6396,1,25862,386,4277,3892,
2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6396,1,25862,386,4277,3892,
2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6396,1,25862,386,4277,3892,
2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6742,1,1924,386,4277,3892,
327,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,4218,1,3804,287,4178,3892,
2851,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,6742,1,25862,287,4178,3892,
2851,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,6742,1,25862,287,4178,3892,
966,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4857,1,3804,287,4178,3892,
1794,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5685,1,25862,386,4277,3892,
1794,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5685,1,25862,386,4277,3892,
1794,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5685,1,25862,386,4277,3892,
1794,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5685,1,25862,386,4277,3892,
1794,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5685,1,25862,386,4277,3892,
281,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,4172,1,25862,20,3911,3892,
389,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4280,1,707,20,3911,3892,
187,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4078,1,25862,20,3911,3892,
692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4583,1,25862,20,3911,3892,
692,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4583,1,25862,20,3911,3892,
692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4583,1,25862,20,3911,3892,
408,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,4299,1,18246,20,3911,3892,
408,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4299,1,18246,20,3911,3892,
408,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4299,1,18246,20,3911,3892,
408,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4299,1,18246,20,3911,3892,
408,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4299,1,18246,20,3911,3892,
408,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4299,1,18246,20,3911,3892,
408,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,4299,1,18246,20,3911,3892,
300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4191,1,2296,20,3911,3892,
300,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4191,1,25862,20,3911,3892,
300,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4191,1,25862,20,3911,3892,
281,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4172,1,25862,20,3911,3892,
281,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4172,1,25862,20,3911,3892,
33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3924,1,25862,20,3911,3892,
252,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,4143,1,18246,20,3911,3892,
252,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,4143,1,18246,20,3911,3892,
252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4143,1,18246,20,3911,3892,
222,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,4113,1,1924,20,3911,3892,
222,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,4113,1,1924,20,3911,3892,
788,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4679,1,25862,20,3911,3892,
788,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4679,1,25862,20,3911,3892,
788,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4679,1,25862,20,3911,3892,
188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4079,1,25862,20,3911,3892,
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4243,1,25862,20,3911,3892,
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4243,1,25862,20,3911,3892,
85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3976,1,25862,20,3911,3892,
588,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4479,1,866,20,3911,3892,
85,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3976,1,25862,20,3911,3892,
2851,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,6742,1,1924,20,3911,3892,
692,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,4583,1,25862,20,3911,3892,
692,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,4583,1,25862,20,3911,3892,
692,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,4583,1,25862,20,3911,3892,
692,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4583,1,25862,20,3911,3892,
692,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4583,1,25862,20,3911,3892,
692,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4583,1,25862,20,3911,3892,
281,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,4172,1,25862,20,3911,3892,
281,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,4172,1,25862,20,3911,3892,
281,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,4172,1,25862,20,3911,3892,
281,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,4172,1,25862,20,3911,3892,
418,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,4309,1,1924,20,3911,3892,
418,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,4309,1,1924,20,3911,3892,
7260,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,11151,1,25862,20,3911,3892,
40,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,3931,1,25862,20,3911,3892,
