F72,F54,F55,F25,F64,F67,F69,F101,F102,F105,F108,F3-Class,F3-Among[],F3-String,F3-int,F7-++,F13-private,F18-public,F1-find_among_b,F5-java.lang.RuntimeException,F15-protected,F15-public,F4-boolean,F4-int,F94,F95,F22,F112,F116,F117,F118,F120,F110,F121,F122,F123,F77,F70,F41,F43,F46,F126,F127,F129,F36,F130,F131,F132,F37,F134,F135,F136,F83,F71-chrism@apache.org,F71-sarowe@apache.org,F71-gsingers@apache.org,F71-jpountz@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F74,F73,F84,category
12799,org/apache/lucene/analysis/phonetic,org/apache/lucene/analysis/phonetic/PhoneticFilter.java,1078,193,1,7,0.7227722772277227,52,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0.0012177301509985387,-1.0,0.25301204819277107,0.004295385265047045,0.5912033041944769,-0.27710843373493976,0.01829924650161464,0.1652314316469322,0.5912033041944769,13882,17773,19,0,0.018778992003187344,139,0,139,0,139,0.02654252327923861,727,0,6,796,664,7128,0,0,0,0,1,0,0,0,0,0,0,11019,25862,388,open
6742,org/apache/lucene/analysis/phonetic,org/apache/lucene/analysis/phonetic/PhoneticFilterFactory.java,384,193,1,2,0.9320987654320988,96,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,2.4354603019970775E-4,-1.0,0.25301204819277107,0.004295385265047045,0.5912033041944769,-0.27710843373493976,0.01829924650161464,0.1652314316469322,0.5912033041944769,7897,11788,19,0,0.018778992003187344,39,34,78,3,5,0.04249586690715218,727,0,6,796,664,399,0,1,0,0,0,0,0,1,1,0,0,4290,25862,388,open
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
17716,org/apache/lucene/analysis/pt,org/apache/lucene/analysis/pt/PortugueseLightStemmer.java,1721,332,1,59,0.3859223300970874,124,0.24368421052631578,1,0,0,0,1,0,0,0,0,0,0,1,0,1,8,1,2,2.4354603019970775E-4,-1.0,0.5664335664335665,0.005581513210248112,0.5912033041944769,0.1888111888111888,0.01829924650161464,0.1652314316469322,0.5912033041944769,13825,17716,17,0,8.954909397387274E-4,3,0,3,0,3,1.849796522382538E-4,1161,0,0,1391,931,8311,0,0,0,0,0,0,0,0,0,0,0,12202,25862,397,open
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
12799,org/apache/lucene/analysis/pt,org/apache/lucene/analysis/pt/PortugueseStemmer.java,1078,332,1,1,0.6862745098039216,63,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,2.4354603019970775E-4,-1.0,0.5664335664335665,0.005581513210248112,0.5912033041944769,0.1888111888111888,0.01829924650161464,0.1652314316469322,0.5912033041944769,12763,16654,17,0,8.954909397387274E-4,85,0,85,0,85,5.562244791121349E-4,1161,0,0,1391,931,8311,0,0,0,0,0,0,0,0,0,0,0,12202,25862,397,open
12799,org/apache/lucene/analysis/pt,org/apache/lucene/analysis/pt/RSLPStemmerBase.java,1078,332,5,3,0.9418604651162791,208,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,7.306380905991232E-4,-1.0,0.11764705882352941,0.0023592324630386913,0.5912033041944769,-0.5,0.01829924650161464,0.1652314316469322,0.5912033041944769,12763,16654,17,0,8.954909397387274E-4,593,9,602,0,584,0.04705143793750699,1161,0,0,1391,931,1813,0,1,0,0,0,0,0,0,0,1,0,5704,25862,397,open
12799,org/apache/lucene/analysis/pt,org/apache/lucene/analysis/pt/RSLPStemmerBase.java,1078,332,5,12,0.9273255813953488,208,0.96875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,7.306380905991232E-4,-1.0,0.11764705882352941,0.0023592324630386913,0.5912033041944769,-0.5,0.01829924650161464,0.1652314316469322,0.5912033041944769,12763,16654,17,0,8.954909397387274E-4,593,9,602,0,584,0.04705143793750699,1161,0,0,1391,931,1813,0,1,0,0,0,0,0,0,0,1,0,5704,25862,397,open
12799,org/apache/lucene/analysis/pt,org/apache/lucene/analysis/pt/RSLPStemmerBase.java,1078,332,5,1,0.5697674418604651,208,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,7.306380905991232E-4,-1.0,0.16304347826086957,0.011371691871455576,0.16067158142928858,-0.6086956521739131,0.0034983853606027986,0.03336921420882669,0.16067158142928858,12763,16654,17,0,8.954909397387274E-4,593,9,602,0,584,0.04705143793750699,1161,0,0,1391,931,1813,0,1,0,0,0,0,0,0,0,1,0,5704,25862,397,open
21846,org/apache/lucene/analysis/query,org/apache/lucene/analysis/query/QueryAutoStopWordAnalyzer.java,2609,1,1,3,0.9607843137254902,96,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2.4354603019970775E-4,-1.0,0.35,0.012638888888888887,0.16718586835420737,-0.2,0.004036598493003229,0.06001076426264801,0.16718586835420737,10972,14863,17,0,0.005192425167990226,563,381,965,0,182,0.0449144719548781,580,0,21,982,199,1794,1,0,0,1,0,0,0,1,0,1,0,5685,25862,397,open
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
19697,org/apache/lucene/analysis/shingle,org/apache/lucene/analysis/shingle/ShingleFilter.java,2053,95,3,1,0.9865092748735245,300,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,4.870920603994155E-4,0.0,0.2608695652173913,0.010712035286704473,0.16718586835420737,-0.33695652173913043,0.004036598493003229,0.06001076426264801,0.16718586835420737,17803,21694,17,0,0.0022886375875067312,1233,719,2024,0,514,0.13316077984218316,1643,0,96,2717,665,969,0,1,0,0,0,0,0,1,0,0,0,4860,25862,397,open
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
12922,org/apache/lucene/analysis/snowball,org/apache/lucene/analysis/snowball/SnowballFilter.java,1086,75,1,3,0.7592592592592593,48,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4.870920603994155E-4,1.0,0.25301204819277107,0.004295385265047045,0.5912033041944769,-0.27710843373493976,0.01829924650161464,0.1652314316469322,0.5912033041944769,20713,24604,47,0,0.008395532402269488,340,119,476,1,221,0.07627746509702076,397,0,19,555,258,399,0,0,0,0,0,0,1,1,0,0,0,4290,25862,397,close
4983,org/apache/lucene/analysis/sr,org/apache/lucene/analysis/sr/SerbianNormalizationFilter.java,140,147,1,85,0.8390804597701149,142,0.2600508905852418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4.870920603994155E-4,-1.0,0.5483870967741935,0.005628606565131019,0.5912033041944769,0.16129032258064516,0.01829924650161464,0.1652314316469322,0.5912033041944769,1092,4983,17,0,0.002710027100271003,158,0,158,0,158,0.8102564102564103,215,0,0,215,215,1092,0,0,0,0,0,0,0,1,0,0,0,4983,25862,397,open
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
17321,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicFilter.java,1645,1329,1,6,0.8356164383561644,38,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,3,7.306380905991232E-4,-1.0,0.047619047619047616,0.0011337868480725622,0.2761328796198629,-0.8095238095238095,0.0032292787944025836,0.019106566200215284,0.2761328796198629,13430,17321,62,0,0.002131333001532206,53,0,53,0,53,3.310389626613034E-4,45282,0,918,74380,17102,8311,0,1,0,0,0,0,0,0,0,0,0,12202,25862,397,open
17321,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicFilter.java,1645,1329,1,6,0.7534246575342466,38,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,3,7.306380905991232E-4,-1.0,0.047619047619047616,0.0011337868480725622,0.2761328796198629,-0.8095238095238095,0.0032292787944025836,0.019106566200215284,0.2761328796198629,13430,17321,62,0,0.002131333001532206,53,0,53,0,53,3.310389626613034E-4,45282,0,918,74380,17102,8311,0,1,0,0,0,0,0,0,0,0,0,12202,25862,397,open
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
6301,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicTokenizer.java,329,1329,1,1,0.358695652173913,99,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,2,4.870920603994155E-4,0.0,0.25806451612903225,0.015955601803676726,0.16067158142928858,-0.3548387096774194,0.0034983853606027986,0.03336921420882669,0.16067158142928858,13430,17321,62,0,0.002131333001532206,369,29,398,0,340,0.05756048630536363,45282,0,918,74380,17102,1284,0,1,0,0,0,0,0,1,0,1,0,5175,25862,397,open
12202,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicTokenizerImpl.java,1023,1329,1,1,0.18389261744966443,460,0.6666666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,1,34,9,2,0.00219191427179737,-1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,13430,17321,62,0,0.002131333001532206,1380,157,1580,0,1223,0.06891021287924572,45282,0,918,74380,17102,1284,0,1,0,0,0,0,0,1,1,1,0,5175,25862,397,open
12202,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicTokenizerImpl.java,1023,1329,1,1,0.3731543624161074,460,0.6666666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,1,34,9,2,0.00219191427179737,-1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,13430,17321,62,0,0.002131333001532206,1380,157,1580,0,1223,0.06891021287924572,45282,0,918,74380,17102,1284,0,1,0,0,0,0,0,1,1,1,0,5175,25862,397,open
12202,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicTokenizerImpl.java,1023,1329,1,1,0.2295302013422819,460,0.6666666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,1,34,9,2,0.00219191427179737,-1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,13430,17321,62,0,0.002131333001532206,1380,157,1580,0,1223,0.06891021287924572,45282,0,918,74380,17102,1284,0,1,0,0,0,0,0,1,1,1,0,5175,25862,397,open
12202,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicTokenizerImpl.java,1023,1329,1,1,0.3167785234899329,460,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,2,0.00219191427179737,-1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,13430,17321,62,0,0.002131333001532206,1380,157,1580,0,1223,0.06891021287924572,45282,0,918,74380,17102,1284,0,1,0,0,0,0,0,1,1,1,0,5175,25862,397,open
12202,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicTokenizerImpl.java,1023,1329,1,1,0.676510067114094,460,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,2,0.00219191427179737,0.0,0.36363636363636365,0.01285583103764922,0.16718586835420737,-0.2,0.004036598493003229,0.06001076426264801,0.16718586835420737,13430,17321,62,0,0.002131333001532206,1380,157,1580,0,1223,0.06891021287924572,45282,0,918,74380,17102,1284,0,1,0,0,0,0,0,1,1,1,0,5175,25862,397,open
12202,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicTokenizerImpl.java,1023,1329,1,1,0.676510067114094,460,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,2,0.00219191427179737,0.0,0.36363636363636365,0.01285583103764922,0.16718586835420737,-0.2,0.004036598493003229,0.06001076426264801,0.16718586835420737,13430,17321,62,0,0.002131333001532206,1380,157,1580,0,1223,0.06891021287924572,45282,0,918,74380,17102,1284,0,1,0,0,0,0,0,1,1,1,0,5175,25862,397,open
12202,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicTokenizerImpl.java,1023,1329,1,1,0.44966442953020136,460,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,2,0.00219191427179737,0.0,0.36363636363636365,0.01285583103764922,0.16718586835420737,-0.2,0.004036598493003229,0.06001076426264801,0.16718586835420737,13430,17321,62,0,0.002131333001532206,1380,157,1580,0,1223,0.06891021287924572,45282,0,918,74380,17102,1284,0,1,0,0,0,0,0,1,1,1,0,5175,25862,397,open
12202,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicTokenizerImpl.java,1023,1329,1,1,0.6711409395973155,460,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,2,0.00219191427179737,0.0,0.36363636363636365,0.01285583103764922,0.16718586835420737,-0.2,0.004036598493003229,0.06001076426264801,0.16718586835420737,13430,17321,62,0,0.002131333001532206,1380,157,1580,0,1223,0.06891021287924572,45282,0,918,74380,17102,1284,0,1,0,0,0,0,0,1,1,1,0,5175,25862,397,open
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
12202,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/ClassicTokenizerImpl.java,1023,1329,1,1,0.487248322147651,460,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,1,0.00219191427179737,0.0,0.08333333333333333,0.00636574074074074,0.16067158142928858,-0.4166666666666667,0.0034983853606027986,0.03336921420882669,0.16067158142928858,21971,25862,62,0,0.002131333001532206,1380,157,1580,0,1223,0.06891021287924572,45282,0,918,74380,17102,1284,0,1,0,0,0,0,0,1,1,1,0,5175,25862,397,open
7334,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/StandardTokenizerImpl.java,480,1329,1,1,0.2775061124694376,509,0.6666666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,1,34,8,2,0.001948368241597662,1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,18442,22333,62,0,0.002131333001532206,5209,3173,8506,1,2036,0.21773597147837537,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,close
7334,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/StandardTokenizerImpl.java,480,1329,1,1,0.4254278728606357,509,0.6666666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,1,34,8,2,0.001948368241597662,1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,18442,22333,62,0,0.002131333001532206,5209,3173,8506,1,2036,0.21773597147837537,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,close
7334,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/StandardTokenizerImpl.java,480,1329,1,1,0.3141809290953545,509,0.6666666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,1,34,8,2,0.001948368241597662,1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,18442,22333,62,0,0.002131333001532206,5209,3173,8506,1,2036,0.21773597147837537,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,close
7334,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/StandardTokenizerImpl.java,480,1329,1,1,0.3740831295843521,509,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,2,0.001948368241597662,1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,18442,22333,62,0,0.002131333001532206,5209,3173,8506,1,2036,0.21773597147837537,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,close
7334,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/StandardTokenizerImpl.java,480,1329,1,1,0.7127139364303179,509,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,2,0.001948368241597662,0.0,0.36363636363636365,0.01285583103764922,0.16718586835420737,-0.2,0.004036598493003229,0.06001076426264801,0.16718586835420737,18442,22333,62,0,0.002131333001532206,5209,3173,8506,1,2036,0.21773597147837537,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,close
7334,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/StandardTokenizerImpl.java,480,1329,1,1,0.7127139364303179,509,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,2,0.001948368241597662,0.0,0.36363636363636365,0.01285583103764922,0.16718586835420737,-0.2,0.004036598493003229,0.06001076426264801,0.16718586835420737,18442,22333,62,0,0.002131333001532206,5209,3173,8506,1,2036,0.21773597147837537,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,close
7334,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/StandardTokenizerImpl.java,480,1329,1,1,0.49511002444987773,509,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,2,0.001948368241597662,0.0,0.36363636363636365,0.01285583103764922,0.16718586835420737,-0.2,0.004036598493003229,0.06001076426264801,0.16718586835420737,18442,22333,62,0,0.002131333001532206,5209,3173,8506,1,2036,0.21773597147837537,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,close
7334,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/StandardTokenizerImpl.java,480,1329,1,1,0.7078239608801956,509,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,2,0.001948368241597662,0.0,0.36363636363636365,0.01285583103764922,0.16718586835420737,-0.2,0.004036598493003229,0.06001076426264801,0.16718586835420737,14194,18085,62,0,0.002131333001532206,5209,3173,8506,1,2036,0.21773597147837537,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,close
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,5388,5,10,0.7136563876651982,253,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,2,4.870920603994155E-4,1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,17035,20926,285,96,0.028304220266780675,1461,195,1720,0,1266,0.14256572543770796,32613,0,948,47082,19092,967,0,1,0,0,1,0,0,1,1,0,0,4858,25862,1,close
5587,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/UAX29URLEmailTokenizer.java,221,1329,1,1,0.37058823529411766,95,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,2,4.870920603994155E-4,0.0,0.25806451612903225,0.015955601803676726,0.16067158142928858,-0.3548387096774194,0.0034983853606027986,0.03336921420882669,0.16067158142928858,11146,15037,62,0,0.002131333001532206,5803,2742,8577,1,3061,0.16276853980244732,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,0,1,0,4290,25862,397,open
5175,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/UAX29URLEmailTokenizerImpl.java,173,1329,1,1,0.038057016329919736,6907,0.6666666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,1,34,9,2,0.00219191427179737,-1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,11146,15037,62,0,0.002131333001532206,30455,20456,51562,1,9999,0.23143551110995966,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,open
5175,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/UAX29URLEmailTokenizerImpl.java,173,1329,1,1,0.9285911984500416,6907,0.6666666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,1,34,9,2,0.00219191427179737,-1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,11146,15037,62,0,0.002131333001532206,30455,20456,51562,1,9999,0.23143551110995966,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,open
5175,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/UAX29URLEmailTokenizerImpl.java,173,1329,1,1,0.09216717409355106,6907,0.6666666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,1,34,9,2,0.00219191427179737,-1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,11146,15037,62,0,0.002131333001532206,30455,20456,51562,1,9999,0.23143551110995966,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,1,1,1,0,4290,25862,397,open
5175,org/apache/lucene/analysis/standard,org/apache/lucene/analysis/standard/UAX29URLEmailTokenizerImpl.java,173,1329,1,1,0.9190423470799889,6907,0.75,1,0,0,1,1,0,0,0,0,0,0,0,0,1,34,9,3,0.00219191427179737,-1.0,0.2925170068027211,0.004703427443952225,0.5912033041944769,-0.2789115646258503,0.01829924650161464,0.1652314316469322,0.5912033041944769,3315,7206,62,0,0.002131333001532206,30455,20456,51562,1,9999,0.23143551110995966,45282,0,918,74380,17102,399,0,1,0,0,0,0,0,0,0,1,0,4290,25862,397,open
