F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-DocData,F16-char[],F16-long,F16-Iterator<Number>,F16-Object,F16-NA,F16-void,F16-int,F16-double,F16-Query,F16-Iterator<BytesRef>,F16-boolean,F16-Collection<ContentStream>,F16-String,F16-Iterator<String>,F16-NamedList,F16-Void,F16-byte,F16-BytesRef,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-byte[],F3-boolean,F3-FileInputStream,F3-char,F3-Bits,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F7-|,F7-^,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F12-long,F12-int,F12-BytesRef,F12-NA,F12-boolean,F12-Logger,F12-String[],F12-BytesRefBuilder,F12-NamedList,F12-String,F12-Scorer,F12-TermsEnum,F12-List<String>,F12-Token,F12-float,F12-QParser,F12-Boolean,F12-IndexInput,F12-SolrParams,F12-List<AnalysisPhase>,F17-abstract,F17-static,F17-final,F17-static-final,F17-NA,F2-Path,F2-StringBuilder,F2-Class,F2-HungarianStemmer,F2-StandardSyntaxParser,F2-UAX29URLEmailTokenizerImpl,F2-NA,F2-QueryParserTokenManager,F2-Integer,F2-Files,F2-QueryParser,F2-Object,F2-String,F2-Map,F2-PorterStemmer,F2-Long,F2-System,F2-Float,F2-File,F2-HTMLStripCharFilter,F6-java.lang.Exception,F6-NA,F6-java.lang.Long,F6-org.apache.lucene.queryparser.surround.parser.Token,F6-java.io.FileInputStream,F6-java.lang.UnsupportedOperationException,F6-java.lang.IllegalStateException,F6-java.io.DataInputStream,F6-org.apache.solr.parser.Token,F6-org.apache.solr.search.IntFloatOpenHashMap,F6-org.apache.lucene.codecs.simpletext.AlreadyClosedException,F6-java.lang.Character,F6-java.lang.Integer,F6-java.io.File,F6-org.apache.solr.update.FSDataFastInputStream,F6-java.lang.StringBuilder,F6-org.apache.solr.uima.processor.JCasPool,F6-java.lang.Double,F6-org.apache.solr.client.solrj.impl.BasicHeader,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-size,F1-getLatestSchema,F1-NA,F1-add,F1-jj_ntk,F1-r_mark_regions,F1-getClass,F1-clone,F1-jj_consume_token,F1-iterator,F1-find_among_b,F1-get,F1-equals,F1-append,F1-compareTo,F1-slice_from,F1-charAt,F1-getName,F1-toString,F1-length,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-SolrQueryRequestBase,F5-NA,F5-java.lang.Error,F5-MultiTermQueryWrapperFilter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-FastInputStream,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-bits,F9-request,F9-name,F9-shardName,F9-a,F9-boostedMap,F9-field,F9-map,F9-indexedField,F9-hi,F9-numDeadServersToTry,F9-expirationThresholdMilllis,F9-min,F9-source,F9-NA,F9-cached,F9-cachedAt,F9-servers,F9-sources,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-QueryNode,F4-char,F4-Token,F4-Object,F4-SrndQuery,F4-Float,F4-void,F4-List,F4-double,F4-StringBuilder,F4-Path,F4-int,F4-String,F4-Class,F4-Iterator,F8-DocumentsWriterFlushControl,F8-LocalReplicator,F8-TernaryTree,F8-CollectionShardAdminRequest,F8-InputWindowToken,F8-IntervalFacet,F8-Correction,F8-MockDirectoryWrapper,F8-SolrCore,F8-CombineSuggestionWrapper,F8-CurrentLevel,F8-TVTerms,F8-ExpiringCachedDocCollection,F8-NA,F8-ElevationObj,F8-Frame,F8-JavaUtilRegexMatcher,F8-Block,F8-Req,F8-CompoundToken,F11-term,F11-scorer,F11-propertyValue,F11-NA,F11-collection,F11-log,F11-node,F11-startOffset,F11-failedPings,F11-field,F11-start,F11-token,F11-replica,F11-propertyName,F11-endOffset,F11-vs,F11-_name,F11-clauses,F11-query,F11-state,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-gsingers@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-erick@apache.org,F71-romseygeek@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F73,F84,F146,category
6832,org/apache/solr/cloud,org/apache/solr/cloud/ElectionContext.java,303,true,0,7,1457,5,0,486,1,101,0.5736568457538995,442,49,0.11085972850678733,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,4,BAD_PRACTICE,0.01294680551646496,DE_MIGHT_IGNORE,19,3,2,0.032981886996485535,0.0010813733441470668,5.406866720735334E-4,-1.0,0.21739130434782608,0.004253308128544424,0.15130434782608695,0.3534370427663847,-0.391304347826087,0.004503236701379116,0.0213903743315508,0.3534370427663847,-0.03278688524590164,-1.0,17,1662,237,6286,1074,0.1303277686051489,50,1004,70,2128,0.05785139941758007,478,269,68,815,11,209,10,0.18338957882611587,21,10914,0,5060,1503,-1,17477,5854,0.13424515979842397,226,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,4850,25862,7,4631,open
6832,org/apache/solr/cloud,org/apache/solr/cloud/ElectionContext.java,303,true,0,7,1457,5,0,486,1,101,0.6516464471403813,442,49,0.11085972850678733,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,4,CORRECTNESS,0.0033774275260343373,NP_NULL_PARAM_DEREF,8,2,2,0.032981886996485535,0.0010813733441470668,5.406866720735334E-4,-1.0,0.16666666666666666,0.0047892720306513415,0.2789115646258503,0.4278291503174128,-0.25,0.0025330706445257528,0.009850830284266816,0.4278291503174128,-0.03278688524590164,-1.0,17,1662,237,6286,1074,0.1303277686051489,50,1004,70,2128,0.05785139941758007,478,269,68,815,11,209,10,0.18338957882611587,21,10914,0,5060,1503,-1,17477,5854,0.13424515979842397,226,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,4850,25862,7,4631,open
6832,org/apache/solr/cloud,org/apache/solr/cloud/ElectionContext.java,303,true,0,7,1457,5,0,486,1,101,0.5060658578856152,442,49,0.11085972850678733,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,4,STYLE,0.047002533070644524,REC_CATCH_EXCEPTION,20,3,2,0.032981886996485535,0.0010813733441470668,5.406866720735334E-4,-1.0,0.33532934131736525,0.005183338934163424,0.41661500309981403,0.6054958125471315,-0.09580838323353294,0.025612158739093723,0.1711229946524064,0.6054958125471315,-0.03278688524590164,-1.0,78,9375,1071,13999,1074,0.1303277686051489,50,1004,70,2128,0.05785139941758007,478,269,68,815,11,209,10,0.18338957882611587,21,10914,0,5060,1503,-1,17477,5854,0.13424515979842397,226,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,4850,25862,7,4631,open
6286,org/apache/solr/cloud,org/apache/solr/cloud/SocketProxy.java,237,true,12,24,1457,4,0,486,2,101,0.9901477832512315,306,38,0.12418300653594772,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,2,BAD_PRACTICE,0.01294680551646496,DE_MIGHT_IGNORE,16,2,1,0.032981886996485535,5.406866720735334E-4,2.703433360367667E-4,-1.0,0.21739130434782608,0.004253308128544424,0.15130434782608695,0.3534370427663847,-0.391304347826087,0.004503236701379116,0.0213903743315508,0.3534370427663847,-0.03278688524590164,-1.0,2,1662,237,6286,1074,0.0,50,1004,70,2128,0.05785139941758007,320,320,0,640,0,0,0,0.19600728980303353,0,10914,0,5060,1503,0,17477,5854,0.13424515979842397,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5301,25862,7,4631,open
6286,org/apache/solr/cloud,org/apache/solr/cloud/SocketProxy.java,237,true,0,24,1457,4,0,486,1,101,0.8275862068965517,306,38,0.12418300653594772,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,2,STYLE,0.047002533070644524,REC_CATCH_EXCEPTION,20,3,1,0.032981886996485535,5.406866720735334E-4,2.703433360367667E-4,-1.0,0.33532934131736525,0.005183338934163424,0.41661500309981403,0.6054958125471315,-0.09580838323353294,0.025612158739093723,0.1711229946524064,0.6054958125471315,-0.03278688524590164,-1.0,2,1662,237,6286,1074,0.0,50,1004,70,2128,0.05785139941758007,320,320,0,640,0,0,0,0.19600728980303353,0,10914,0,5060,1503,0,17477,5854,0.13424515979842397,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5301,25862,7,4631,open
10958,org/apache/solr/cloud,org/apache/solr/cloud/SolrZkServer.java,829,true,0,6,1457,3,0,486,1,101,0.3783783783783784,351,62,0.17663817663817663,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1,BAD_PRACTICE,0.0059104981705600905,OS_OPEN_STREAM,16,2,1,0.032981886996485535,2.703433360367667E-4,2.703433360367667E-4,-1.0,0.23809523809523808,0.004535147392290249,0.15130434782608695,0.3534370427663847,-0.23809523809523808,0.004503236701379116,0.0213903743315508,0.3534370427663847,-0.03278688524590164,-1.0,0,1936,275,6560,1074,0.0,50,1004,70,2128,0.05785139941758007,387,5,0,392,0,382,0,0.03146748495962016,0,10914,0,5060,1503,0,17477,5854,0.13424515979842397,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6560,25862,7,4631,open
6498,org/apache/solr/cloud,org/apache/solr/cloud/StopableIndexingThread.java,266,true,63,12,1457,1,0,486,13,101,0.4864864864864865,142,16,0.11267605633802817,1.0,38,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1,STYLE,0.047002533070644524,REC_CATCH_EXCEPTION,20,3,1,0.032981886996485535,2.703433360367667E-4,2.703433360367667E-4,1.0,0.33532934131736525,0.005183338934163424,0.41661500309981403,0.6054958125471315,-0.09580838323353294,0.025612158739093723,0.1711229946524064,0.6054958125471315,-0.03278688524590164,1.0,5,2196,302,6820,1074,3.227758725035304E-4,50,1004,70,2128,0.05785139941758007,14,14,0,28,4,0,4,0.0994520216071109,8,10914,0,5060,1503,0,17477,5854,0.13424515979842397,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4631,25862,7,4631,close
5529,org/apache/solr/cloud,org/apache/solr/cloud/ZkController.java,124,true,56,84,1457,9,4,486,8,101,0.9233732876712328,1768,259,0.14649321266968326,0.03571428571428571,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,15,STYLE,0.028145229383619477,BC_UNCONFIRMED_CAST,17,2,2,0.032981886996485535,0.0040551500405515,5.406866720735334E-4,0.0,0.23,0.004118604651162791,0.41661500309981403,0.6054958125471315,-0.35,0.025612158739093723,0.1711229946524064,0.6054958125471315,-0.03278688524590164,-0.2,12,393,56,5017,1074,0.18619985240322742,50,1004,70,2128,0.05785139941758007,1748,643,273,2664,65,1105,261,0.165384533048041,358,10914,32,5060,1503,196,17477,5854,0.13424515979842397,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4631,15273,7,4631,close
5529,org/apache/solr/cloud,org/apache/solr/cloud/ZkController.java,124,true,2,84,1457,9,0,486,1,101,0.834332191780822,1768,259,0.14649321266968326,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,15,STYLE,0.013228257810301155,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.032981886996485535,0.0040551500405515,2.703433360367667E-4,1.0,0.3829787234042553,0.0054954888563698194,0.41661500309981403,0.6054958125471315,0.02127659574468085,0.025612158739093723,0.1711229946524064,0.6054958125471315,-0.03278688524590164,-0.2,27,1216,172,5840,1074,0.18619985240322742,50,1004,70,2128,0.05785139941758007,1748,643,273,2664,65,1105,261,0.165384533048041,358,10914,32,5060,1503,196,17477,5854,0.13424515979842397,7,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,4631,15273,7,4631,close
5529,org/apache/solr/cloud,org/apache/solr/cloud/ZkController.java,124,true,2,84,1457,9,0,486,1,101,0.5188356164383562,1768,259,0.14649321266968326,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,15,STYLE,0.013228257810301155,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,2,0.032981886996485535,0.0040551500405515,5.406866720735334E-4,1.0,0.3829787234042553,0.0054954888563698194,0.41661500309981403,0.6054958125471315,0.02127659574468085,0.025612158739093723,0.1711229946524064,0.6054958125471315,-0.03278688524590164,-0.2,10,379,54,5003,1074,0.18619985240322742,50,1004,70,2128,0.05785139941758007,1748,643,273,2664,65,1105,261,0.165384533048041,358,10914,32,5060,1503,196,17477,5854,0.13424515979842397,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4631,15273,7,4631,close
5529,org/apache/solr/cloud,org/apache/solr/cloud/ZkController.java,124,true,30,84,1457,9,6,486,6,101,0.398972602739726,1768,259,0.14649321266968326,0.3333333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,15,STYLE,0.003658879819870532,ICAST_IDIV_CAST_TO_DOUBLE,17,2,2,0.032981886996485535,0.0040551500405515,5.406866720735334E-4,0.0,0.07692307692307693,0.001651300399064263,0.41661500309981403,0.6054958125471315,-0.6153846153846154,0.025612158739093723,0.1711229946524064,0.6054958125471315,-0.03278688524590164,-0.2,48,2184,301,6808,1074,0.18619985240322742,50,1004,70,2128,0.05785139941758007,1748,643,273,2664,65,1105,261,0.165384533048041,358,10914,32,5060,1503,196,17477,5854,0.13424515979842397,7,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,4631,15273,7,4631,close
5529,org/apache/solr/cloud,org/apache/solr/cloud/ZkController.java,124,true,2,84,1457,9,0,486,1,101,0.5124143835616438,1768,259,0.14649321266968326,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,15,STYLE,0.0323670137911624,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,2,0.032981886996485535,0.0040551500405515,5.406866720735334E-4,1.0,0.3565217391304348,0.005335209038554535,0.41661500309981403,0.6054958125471315,-0.12173913043478261,0.025612158739093723,0.1711229946524064,0.6054958125471315,-0.03278688524590164,-0.2,50,2190,301,6814,1074,0.18619985240322742,50,1004,70,2128,0.05785139941758007,1748,643,273,2664,65,1105,261,0.165384533048041,358,10914,32,5060,1503,196,17477,5854,0.13424515979842397,7,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,4631,15273,7,4631,close
