F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Integer,F16-ReportPage,F16-ParamMask,F16-Class<?>,F16-ReportGuiPackage,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TextMessage,F3-TestElementProperty,F3-AbstractThreadGroup,F3-GenericController,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-JMeterFileFilter,F3-double,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-String[],F3-Date,F7--,F7-++,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-Object,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String[],F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-JMeterEngine,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-TransferSupport,F2-NA,F2-Integer,F2-JTextComponent,F2-RespTimeGraphChart,F2-InputStream,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-Header,F2-Connection,F2-String,F2-HashTree,F2-MailerModel,F2-Long,F2-System,F2-Authorization,F2-Statement,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.File,F6-java.io.OutputStreamWriter,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-getTopValue,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-compareToIgnoreCase,F1-getText,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-getSelectedFile,F1-getDropLocation,F1-valueOf,F1-exit,F1-getKey,F1-length,F1-setText,F5-java.util.zip.InflaterInputStream,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AbstractTestElement,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-factory,F9-label,F9-data,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-barrier,F9-NA,F9-lineColor,F9-random,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-HashTree,F4-String[],F4-Integer,F4-Container,F4-boolean,F4-File[],F4-long,F4-PreparedStatement,F4-DropLocation,F4-JMeterProperty,F4-Node,F4-Object,F4-File,F4-void,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F8-HC4TrustAllSSLSocketFactory,F8-BarrierWrapper,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-COLUMN_RESOURCE_NAMES,F11-sumOfSquares,F11-CLEAR,F11-NORMAL_CHARACTER_REGEX,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-milamber@apache.org,F71-thads@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F74,F73,F84,F146,category
11271,org/apache/jmeter/report/gui/action,org/apache/jmeter/report/gui/action/ReportActionRouter.java,2820,true,22,15,929,2,20,85,5,21,0.9793650793650793,218,71,0.3256880733944954,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,MT_CORRECTNESS,0.004885993485342019,DC_PARTIALLY_CONSTRUCTED,14,2,1,0.009681881051175657,0.0013831258644536654,0.0013831258644536654,1.0,1.0,0.0,0.7,0.03944444444444445,1.0,0.003257328990228013,0.008143322475570033,0.03944444444444445,1.0,1.0,8,3986,1820,8465,0,0.0,0,0,0,0,0.0,393,50,5,448,0,343,0,0.06960586618444763,0,1846,0,364,28,0,2238,1482,0.019308773371069187,119,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4597,14044,119,4597,close
11446,org/apache/jmeter/report/gui/action,org/apache/jmeter/report/gui/action/ReportCheckDirty.java,2874,true,4,7,929,1,8,85,1,21,0.4484848484848485,104,40,0.38461538461538464,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,STYLE,0.024429967426710098,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,15,1,1,0.009681881051175657,0.0013831258644536654,0.0013831258644536654,1.0,0.5333333333333333,0.011313131313131313,0.48866498740554154,0.393477898753242,0.26666666666666666,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,1,3366,1415,7845,0,0.0,0,0,0,0,0.0,124,20,2,146,0,104,0,0.0032753592791899934,0,1846,0,364,28,0,2238,1482,0.019308773371069187,379,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4857,14044,119,4597,close
11378,org/apache/jmeter/report/gui/action,org/apache/jmeter/report/gui/action/ReportCopy.java,2858,true,8,9,929,1,16,85,3,21,0.5526315789473685,78,20,0.2564102564102564,0.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,STYLE,0.014657980456026058,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.009681881051175657,0.0013831258644536654,0.0013831258644536654,1.0,0.3333333333333333,0.010101010101010102,0.48866498740554154,0.393477898753242,-0.3333333333333333,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,8,5795,2574,10274,0,0.0,0,0,0,0,0.0,129,7,1,137,0,122,0,0.01226745637222143,0,1846,0,364,28,0,2238,1482,0.019308773371069187,3195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7674,14044,119,4597,close
4680,org/apache/jmeter/report/gui/action,org/apache/jmeter/report/gui/action/ReportExitCommand.java,152,true,54,3,929,1,16,85,16,21,0.9148148148148147,49,31,0.6326530612244898,0.2037037037037037,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,BAD_PRACTICE,0.011400651465798045,DM_EXIT,16,2,1,0.009681881051175657,0.0013831258644536654,0.0013831258644536654,1.0,0.8571428571428571,0.017492711370262395,0.5344827586206896,0.07189392032080372,0.7142857142857143,0.035830618892508145,0.02768729641693811,0.07189392032080372,1.0,1.0,4,3986,1820,8465,0,0.0,0,0,0,0,0.0,93,6,1,100,0,87,0,0.009352266550939176,0,1846,0,364,28,0,2238,1482,0.019308773371069187,201,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4679,14044,119,4597,close
11419,org/apache/jmeter/report/gui/action,org/apache/jmeter/report/gui/action/ReportHelp.java,2866,true,19,3,929,1,0,85,4,21,0.6829268292682927,79,25,0.31645569620253167,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,STYLE,0.024429967426710098,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,1,0.009681881051175657,0.0027662517289073307,0.0013831258644536654,1.0,0.5333333333333333,0.011313131313131313,0.48866498740554154,0.393477898753242,0.26666666666666666,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,3,3986,1820,8465,0,0.0,0,0,0,0,0.0,23,25,0,48,0,-2,0,0.01092566222244939,0,1846,0,364,28,0,2238,1482,0.019308773371069187,379,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4857,14044,119,4597,close
11419,org/apache/jmeter/report/gui/action,org/apache/jmeter/report/gui/action/ReportHelp.java,2866,true,13,3,929,1,16,85,3,21,0.8699186991869918,79,25,0.31645569620253167,0.38461538461538464,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,STYLE,0.024429967426710098,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,20,3,1,0.009681881051175657,0.0027662517289073307,0.0013831258644536654,1.0,0.5333333333333333,0.011313131313131313,0.48866498740554154,0.393477898753242,0.26666666666666666,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,3,3986,1820,8465,0,0.0,0,0,0,0,0.0,23,25,0,48,0,-2,0,0.01092566222244939,0,1846,0,364,28,0,2238,1482,0.019308773371069187,379,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4857,14044,119,4597,close
11446,org/apache/jmeter/report/gui/action,org/apache/jmeter/report/gui/action/ReportSave.java,2874,true,43,4,929,1,0,85,7,21,0.8120300751879699,89,28,0.3146067415730337,1.0,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,BAD_PRACTICE,0.013029315960912053,DE_MIGHT_IGNORE,19,3,1,0.009681881051175657,0.0013831258644536654,0.0013831258644536654,1.0,0.5,0.03571428571428571,0.5344827586206896,0.07189392032080372,0.0,0.035830618892508145,0.02768729641693811,0.07189392032080372,1.0,1.0,6,3986,1820,8465,0,0.0,0,0,0,0,0.0,133,9,1,143,0,124,0,0.00963121431214637,0,1846,0,364,28,0,2238,1482,0.019308773371069187,379,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4857,14044,119,4597,close
8465,org/apache/jmeter/report/gui/tree,org/apache/jmeter/report/gui/tree/ReportTreeListener.java,1820,true,3,28,349,1,8,56,1,4,0.6055045871559633,218,66,0.30275229357798167,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,MALICIOUS_CODE,0.016286644951140065,EI_EXPOSE_REP,18,2,1,0.008298755186721992,0.006915629322268326,0.0013831258644536654,1.0,0.3,0.034999999999999996,0.32432432432432434,0.19042232385488728,-0.4,0.003257328990228013,0.016286644951140065,0.19042232385488728,1.0,1.0,7,3986,1820,8465,1,0.07142857142857142,0,0,1,1,0.017857142857142856,7,27,0,34,0,-20,1,0.03807547285855844,1,134,0,79,0,1,213,55,0.012580763420355854,33,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4511,14044,33,4511,close
8465,org/apache/jmeter/report/gui/tree,org/apache/jmeter/report/gui/tree/ReportTreeListener.java,1820,true,5,28,349,1,8,56,1,4,0.4984709480122324,218,66,0.30275229357798167,0.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,STYLE,0.09609120521172639,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.008298755186721992,0.006915629322268326,0.0013831258644536654,1.0,0.1694915254237288,0.006398370374239377,0.48866498740554154,0.393477898753242,-0.6271186440677966,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,7,3986,1820,8465,1,0.07142857142857142,0,0,1,1,0.017857142857142856,7,27,0,34,0,-20,1,0.03807547285855844,1,134,0,79,0,1,213,55,0.012580763420355854,33,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4511,14044,33,4511,close
8465,org/apache/jmeter/report/gui/tree,org/apache/jmeter/report/gui/tree/ReportTreeListener.java,1820,true,11,28,349,1,12,56,4,4,0.6850152905198776,218,66,0.30275229357798167,0.36363636363636365,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,STYLE,0.09609120521172639,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.008298755186721992,0.006915629322268326,0.0013831258644536654,1.0,0.1694915254237288,0.006398370374239377,0.48866498740554154,0.393477898753242,-0.6271186440677966,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,7,3986,1820,8465,1,0.07142857142857142,0,0,1,1,0.017857142857142856,7,27,0,34,0,-20,1,0.03807547285855844,1,134,0,79,0,1,213,55,0.012580763420355854,33,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4511,14044,33,4511,close
8465,org/apache/jmeter/report/gui/tree,org/apache/jmeter/report/gui/tree/ReportTreeListener.java,1820,true,11,28,349,1,8,56,3,4,0.43425076452599387,218,66,0.30275229357798167,0.18181818181818182,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,STYLE,0.09609120521172639,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.008298755186721992,0.006915629322268326,0.0013831258644536654,1.0,0.1694915254237288,0.006398370374239377,0.48866498740554154,0.393477898753242,-0.6271186440677966,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,7,3986,1820,8465,1,0.07142857142857142,0,0,1,1,0.017857142857142856,7,27,0,34,0,-20,1,0.03807547285855844,1,134,0,79,0,1,213,55,0.012580763420355854,33,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4511,14044,33,4511,close
8465,org/apache/jmeter/report/gui/tree,org/apache/jmeter/report/gui/tree/ReportTreeListener.java,1820,true,20,28,349,1,8,56,6,4,0.7584097859327217,218,66,0.30275229357798167,0.2,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,STYLE,0.09609120521172639,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.008298755186721992,0.006915629322268326,0.0013831258644536654,1.0,0.1694915254237288,0.006398370374239377,0.48866498740554154,0.393477898753242,-0.6271186440677966,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,7,3986,1820,8465,1,0.07142857142857142,0,0,1,1,0.017857142857142856,7,27,0,34,0,-20,1,0.03807547285855844,1,134,0,79,0,1,213,55,0.012580763420355854,33,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4511,14044,33,4511,close
11360,org/apache/jmeter/report/gui/tree,org/apache/jmeter/report/gui/tree/ReportTreeModel.java,2856,true,24,12,349,1,0,56,5,4,0.6208791208791209,131,31,0.2366412213740458,1.0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,STYLE,0.08143322475570032,REC_CATCH_EXCEPTION,20,3,1,0.008298755186721992,0.0013831258644536654,0.0013831258644536654,1.0,0.4,0.010909090909090908,0.48866498740554154,0.393477898753242,-0.2,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,5,3986,1820,8465,1,0.0,0,0,1,1,0.017857142857142856,58,24,0,82,0,34,0,0.0055544587041133275,0,134,0,79,0,0,213,55,0.012580763420355854,1529,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6007,3152,33,4511,close
