F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-String[],F16-Boolean,F16-Object,F16-NA,F16-ExecRow,F16-Conglomerate,F16-void,F16-GroupFetchScanController,F16-int,F16-ScanController,F16-Properties,F16-boolean,F16-PrintWriter,F16-RandomAccessFile,F16-String,F16-SQLException,F16-FileOutputStream,F16-TupleDescriptor,F16-Void,F16-ExecIndexRow,F3-NA,F3-int[],F3-Integer,F3-Long,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-ExecRow,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F7-|,F7--,F7-/,F7-++,F7--=,F7---,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-LocalizedResource,F12-boolean,F12-LocalizedOutput,F12-SQLException,F12-int[],F12-String[],F12-byte[],F12-String,F12-Connection,F12-ArrayList<ResultSet>,F12-Hashtable,F12-ConnectionEnv,F12-PrintStream,F12-Class[],F12-Statement,F12-ResultSet,F12-TypeDescriptor,F17-final,F17-static,F17-NA,F17-final-final,F2-ResultSet,F2-JDBCDisplayUtil,F2-BrokeredConnection,F2-NA,F2-UCode_CharStream,F2-Integer,F2-StringBuffer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-ij,F2-PreparedStatement,F2-DataDictionaryImpl,F2-System,F2-SQLParserTokenManager,F2-DRDAConnThread,F2-Hashtable<Integer String>,F2-Statement,F2-File,F6-java.io.RandomAccessFile,F6-org.apache.derby.impl.sql.compile.IsNullNode,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-java.io.FileOutputStream,F6-java.io.InputStreamReader,F6-org.apache.derby.impl.tools.ij.TokenMgrError,F6-org.apache.derby.impl.sql.compile.FromList,F6-java.util.Properties,F6-java.io.FileInputStream,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.Boolean,F6-java.lang.String,F6-org.apache.derby.impl.sql.execute.rts.XPLAINResultSetTimingsDescriptor,F6-java.lang.StringBuffer,F6-java.util.Vector<java.lang.String>,F6-org.apache.derby.impl.tools.ij.Token,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-executeQuery,F1-ReInit,F1-size,F1-NA,F1-getBoolean,F1-generateCsSQLException,F1-prepareStatement,F1-jj_consume_token,F1-next,F1-getDefaultConn,F1-readChar,F1-get,F1-append,F1-equals,F1-getProperty,F1-put,F1-qualifiedIdentifier,F1-toString,F1-jjStopAtPos,F1-newException,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-javax.naming.InitialContext,F5-java.io.OutputStreamWriter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.util.Date,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.util.Dictionary,F9-indexName,F9-isXAConnection_,F9-password,F9-traceDirectory,F9-description,F9-containerId,F9-databaseName,F9-user,F9-serviceType,F9-cachedCharLength,F9-array,F9-unclosableInternalReader,F9-dataSourceName,F9-NA,F9-retrieveMessageText,F9-uuidFactory,F9-backupRoot,F9-loginTimeout,F9-portNumber,F9-length,F10-NA,F10-true,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-long,F4-StringBuffer,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-KeyStore,F4-char,F4-Token,F4-Connection,F4-Object,F4-void,F4-double,F4-QualifiedIdentifier,F4-int,F4-String,F4-SQLException,F8-EmbeddedBaseDataSource,F8-DRDAServerStarter,F8-DDdependableFinder,F8-PermDescriptor,F8-TemporaryClob,F8-UpdateServiceProperties,F8-AuthenticationServiceBase,F8-ClientConnection,F8-RealHashScanStatistics,F8-ClientBaseDataSourceRoot,F8-DoubleProperties,F8-BaseDataFileFactory,F8-DRDAProtocolExceptionInfo,F8-AliasDescriptor,F8-mtTime,F8-RealTableScanStatistics,F8-NA,F8-MeteredStream,F8-ByteArray,F8-StatementKey,F11-ignoreWebLogic,F11-langUtil,F11-scanned,F11-NA,F11-rowResult,F11-DS_GET_CONN_TYPES,F11-file,F11-propFile,F11-urlCheck,F11-displayColumns,F11-resultSet,F11-actions,F11-CONTAINER_KEY_MEMORY_USAGE,F11-catalogType,F11-num_pages,F11-kind,F11-used,F11-serialVersionUID,F11-portingOnly,F11-out,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-suresht@apache.org,F71-dyre@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,F74,F73,F84,F146,category
8130,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BTreeRowPosition.java,3386,true,7,7,3128,1,0,262,2,19,0.9311926605504587,110,73,0.6636363636363637,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,CORRECTNESS,0.0028282828282828283,DMI_INVOKING_TOSTRING_ON_ARRAY,8,1,1,0.014985380116959063,3.654970760233918E-4,3.654970760233918E-4,-1.0,0.0,0.0,0.02631578947368421,0.12035456644365423,-1.0,0.0,0.0012121212121212121,0.12035456644365423,-0.8536585365853658,-1.0,8,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,69,2,0,71,0,67,0,0.012081573140392605,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,713,8135,14,601,open
4714,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BTreeScan.java,2357,true,37,40,3128,1,0,262,10,19,0.39693969396939693,1162,768,0.6609294320137694,1.0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,CORRECTNESS,0.0028282828282828283,DMI_INVOKING_TOSTRING_ON_ARRAY,8,1,3,0.014985380116959063,0.0025584795321637425,0.0010964912280701754,-1.0,0.0,0.0,0.02631578947368421,0.12035456644365423,-1.0,0.0,0.0012121212121212121,0.12035456644365423,-0.8536585365853658,-0.42857142857142855,32,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,2204,376,27,2607,0,1828,0,0.08372883477629126,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,713,8135,14,601,open
4714,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BTreeScan.java,2357,true,9,40,3128,1,0,262,4,19,0.9761476147614762,1162,768,0.6609294320137694,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,CORRECTNESS,0.0028282828282828283,DMI_INVOKING_TOSTRING_ON_ARRAY,8,1,2,0.014985380116959063,0.0025584795321637425,7.309941520467836E-4,-1.0,0.0,0.0,0.02631578947368421,0.12035456644365423,-1.0,0.0,0.0012121212121212121,0.12035456644365423,-0.8536585365853658,-0.42857142857142855,32,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,2204,376,27,2607,0,1828,0,0.08372883477629126,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,713,8135,14,601,open
4714,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BTreeScan.java,2357,true,9,40,3128,1,0,262,4,19,0.9891989198919892,1162,768,0.6609294320137694,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,CORRECTNESS,0.0028282828282828283,DMI_INVOKING_TOSTRING_ON_ARRAY,8,1,2,0.014985380116959063,0.0025584795321637425,7.309941520467836E-4,-1.0,0.0,0.0,0.02631578947368421,0.12035456644365423,-1.0,0.0,0.0012121212121212121,0.12035456644365423,-0.8536585365853658,-0.42857142857142855,32,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,2204,376,27,2607,0,1828,0,0.08372883477629126,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,713,8135,14,601,open
4714,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BTreeScan.java,2357,true,37,40,3128,1,0,262,10,19,0.40054005400540055,1162,768,0.6609294320137694,1.0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,PERFORMANCE,0.0048484848484848485,DM_BOOLEAN_CTOR,18,2,3,0.014985380116959063,0.0025584795321637425,0.0010964912280701754,-1.0,0.5,0.016666666666666666,0.19427402862985685,0.1465201652531058,0.0,0.0032323232323232323,0.03515151515151515,0.1465201652531058,-0.8536585365853658,-0.42857142857142855,32,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,2204,376,27,2607,0,1828,0,0.08372883477629126,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,713,8135,14,601,open
4714,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BTreeScan.java,2357,true,258,40,3128,1,0,262,73,19,0.515001500150015,1162,768,0.6609294320137694,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,PERFORMANCE,0.08202020202020202,DM_NUMBER_CTOR,18,2,1,0.014985380116959063,0.0025584795321637425,3.654970760233918E-4,1.0,0.32019704433497537,0.014511393142274748,0.19427402862985685,0.1465201652531058,-0.35960591133004927,0.0032323232323232323,0.03515151515151515,0.1465201652531058,-0.8536585365853658,-0.42857142857142855,32,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,2204,376,27,2607,0,1828,0,0.08372883477629126,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,713,8135,14,601,close
4714,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BTreeScan.java,2357,true,72,40,3128,1,0,262,25,19,0.6117611761176117,1162,768,0.6609294320137694,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,PERFORMANCE,0.08202020202020202,DM_NUMBER_CTOR,18,2,1,0.014985380116959063,0.0025584795321637425,3.654970760233918E-4,1.0,0.32019704433497537,0.014511393142274748,0.19427402862985685,0.1465201652531058,-0.35960591133004927,0.0032323232323232323,0.03515151515151515,0.1465201652531058,-0.8536585365853658,-0.42857142857142855,32,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,2204,376,27,2607,0,1828,0,0.08372883477629126,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,713,8135,14,601,close
4714,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BTreeScan.java,2357,true,37,40,3128,1,0,262,10,19,0.3928892889288929,1162,768,0.6609294320137694,1.0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,PERFORMANCE,0.08202020202020202,DM_NUMBER_CTOR,18,2,3,0.014985380116959063,0.0025584795321637425,0.0010964912280701754,-1.0,0.32019704433497537,0.014511393142274748,0.19427402862985685,0.1465201652531058,-0.35960591133004927,0.0032323232323232323,0.03515151515151515,0.1465201652531058,-0.8536585365853658,-0.42857142857142855,32,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,2204,376,27,2607,0,1828,0,0.08372883477629126,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,713,8135,14,601,open
8134,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BranchControlRow.java,3429,true,9,29,3128,1,8,262,2,19,0.13569131832797426,843,496,0.5883748517200474,0.5555555555555556,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,STYLE,0.01818181818181818,DLS_DEAD_LOCAL_STORE_OF_NULL,20,3,2,0.014985380116959063,0.0010964912280701754,7.309941520467836E-4,-1.0,0.0,0.0,0.027436140018921477,0.1290974944245563,-1.0,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-0.8536585365853658,-1.0,14,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,1082,11,0,1093,0,1071,0,0.010809093175656741,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,713,8135,14,601,open
8134,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BranchControlRow.java,3429,true,9,29,3128,1,8,262,2,19,0.13504823151125403,843,496,0.5883748517200474,0.4444444444444444,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,STYLE,0.01818181818181818,DLS_DEAD_LOCAL_STORE_OF_NULL,20,3,2,0.014985380116959063,0.0010964912280701754,7.309941520467836E-4,-1.0,0.0,0.0,0.027436140018921477,0.1290974944245563,-1.0,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-0.8536585365853658,-1.0,14,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,1082,11,0,1093,0,1071,0,0.010809093175656741,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,713,8135,14,601,open
8134,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/BranchControlRow.java,3429,true,114,29,3128,1,12,262,29,19,0.5022508038585209,843,496,0.5883748517200474,0.543859649122807,134,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,STYLE,0.01818181818181818,DLS_DEAD_LOCAL_STORE_OF_NULL,20,3,1,0.014985380116959063,0.0010964912280701754,3.654970760233918E-4,-1.0,0.0,0.0,0.027436140018921477,0.1290974944245563,-1.0,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-0.8536585365853658,-1.0,14,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,1082,11,0,1093,0,1071,0,0.010809093175656741,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,126,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,713,8135,14,601,open
8134,org/apache/derby/impl/store/access/btree,org/apache/derby/impl/store/access/btree/ControlRow.java,3429,true,20,52,3128,1,0,262,5,19,0.7018779342723005,1111,714,0.6426642664266426,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6,STYLE,0.09090909090909091,DLS_DEAD_LOCAL_STORE,17,2,2,0.014985380116959063,0.0021929824561403508,7.309941520467836E-4,-1.0,0.035555555555555556,8.57283950617284E-4,0.027436140018921477,0.1290974944245563,-0.9288888888888889,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-0.8536585365853658,-1.0,15,7546,3429,8134,12,0.0,0,3,9,15,0.0035679942052876754,33,33,1194,1260,0,0,0,0.02298305926331837,0,5434,0,846,5389,0,11669,4588,0.04975713682717489,105,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,692,8135,14,601,open
