F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-String[],F16-Boolean,F16-Object,F16-NA,F16-ExecRow,F16-Conglomerate,F16-void,F16-GroupFetchScanController,F16-int,F16-ScanController,F16-Properties,F16-boolean,F16-PrintWriter,F16-RandomAccessFile,F16-String,F16-SQLException,F16-FileOutputStream,F16-TupleDescriptor,F16-Void,F16-ExecIndexRow,F3-NA,F3-int[],F3-Integer,F3-Long,F3-PrintStream,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F7-|,F7--,F7-/,F7-++,F7--=,F7---,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-LocalizedResource,F12-boolean,F12-LocalizedOutput,F12-SQLException,F12-int[],F12-String[],F12-byte[],F12-String,F12-Connection,F12-ArrayList<ResultSet>,F12-Hashtable,F12-ConnectionEnv,F12-PrintStream,F12-Class[],F12-Statement,F12-ResultSet,F12-TypeDescriptor,F17-static,F17-final,F17-NA,F17-final-final,F2-ResultSet,F2-SystemProcedures,F2-JDBCDisplayUtil,F2-BrokeredConnection,F2-NA,F2-UCode_CharStream,F2-Integer,F2-StringBuffer,F2-Properties,F2-Connection,F2-String,F2-ij,F2-PreparedStatement,F2-DataDictionaryImpl,F2-System,F2-SQLParserTokenManager,F2-DRDAConnThread,F2-Hashtable<Integer String>,F2-Statement,F2-File,F6-java.io.RandomAccessFile,F6-org.apache.derby.impl.sql.compile.IsNullNode,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-java.io.FileOutputStream,F6-java.io.InputStreamReader,F6-org.apache.derby.impl.sql.compile.FromList,F6-java.util.Properties,F6-java.io.FileInputStream,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.Boolean,F6-java.lang.String,F6-org.apache.derby.impl.sql.execute.rts.XPLAINResultSetTimingsDescriptor,F6-java.lang.StringBuffer,F6-java.lang.StringBuilder,F6-java.util.Vector<java.lang.String>,F6-org.apache.derby.impl.tools.ij.Token,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-executeQuery,F1-ReInit,F1-size,F1-NA,F1-getBoolean,F1-generateCsSQLException,F1-prepareStatement,F1-jj_consume_token,F1-next,F1-getDefaultConn,F1-readChar,F1-get,F1-append,F1-equals,F1-getProperty,F1-put,F1-qualifiedIdentifier,F1-toString,F1-jjStopAtPos,F1-newException,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-javax.naming.InitialContext,F5-java.io.OutputStreamWriter,F5-IndexInput,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.util.Date,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.util.Dictionary,F9-indexName,F9-isXAConnection_,F9-password,F9-traceDirectory,F9-description,F9-containerId,F9-databaseName,F9-user,F9-serviceType,F9-cachedCharLength,F9-array,F9-unclosableInternalReader,F9-dataSourceName,F9-NA,F9-retrieveMessageText,F9-uuidFactory,F9-backupRoot,F9-loginTimeout,F9-portNumber,F9-length,F10-NA,F10-true,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Pkgnamcsn,F4-boolean,F4-InputStream,F4-long,F4-StringBuffer,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-KeyStore,F4-char,F4-Token,F4-Connection,F4-Object,F4-void,F4-double,F4-QualifiedIdentifier,F4-int,F4-String,F4-SQLException,F8-DRDAServerStarter,F8-DDdependableFinder,F8-BasicClientDataSource40,F8-PermDescriptor,F8-TemporaryClob,F8-UpdateServiceProperties,F8-AuthenticationServiceBase,F8-ClientConnection,F8-RealHashScanStatistics,F8-DoubleProperties,F8-BasicEmbeddedDataSource40,F8-BaseDataFileFactory,F8-DRDAProtocolExceptionInfo,F8-AliasDescriptor,F8-mtTime,F8-RealTableScanStatistics,F8-NA,F8-MeteredStream,F8-ByteArray,F8-StatementKey,F11-ignoreWebLogic,F11-langUtil,F11-scanned,F11-NA,F11-rowResult,F11-DS_GET_CONN_TYPES,F11-file,F11-propFile,F11-urlCheck,F11-displayColumns,F11-resultSet,F11-actions,F11-CONTAINER_KEY_MEMORY_USAGE,F11-catalogType,F11-num_pages,F11-kind,F11-used,F11-portingOnly,F11-currentConnEnv,F11-out,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-suresht@apache.org,F71-dyre@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,F74,F73,F84,F146,category
8134,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/BasicHeaderPrintWriter.java,3610,true,6,7,460,1,0,42,1,12,0.512396694214876,62,39,0.6290322580645161,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,I18N,0.01954527323494216,DM_DEFAULT_ENCODING,19,1,1,0.005422993492407809,3.6153289949385393E-4,3.6153289949385393E-4,-1.0,0.02040816326530612,0.009995835068721365,0.014925373134328356,3.1603468852409725E-5,-0.9591836734693877,3.9888312724371757E-4,0.0,3.1603468852409725E-5,-0.6,-1.0,6,7847,3610,8135,0,0.0,0,0,0,0,0.0,19,4,0,23,0,15,0,0.0018436064186822922,0,613,0,13,38,0,664,600,0.1623895078852436,6133,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6438,8135,363,651,open
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,8,42,1,12,0.6754266211604095,308,222,0.7207792207792207,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,MT_CORRECTNESS,0.03310729956122856,IS2_INCONSISTENT_SYNC,17,2,0,0.005422993492407809,0.004338394793926247,0.0,0.0,0.012048192771084338,7.935355881356752E-4,0.00625,7.256175492633187E-5,-0.9759036144578314,0.0,3.9888312724371757E-4,7.256175492633187E-5,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,open
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,9,42,1,12,0.7133105802047781,308,222,0.7207792207792207,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,PERFORMANCE,0.017151974471479856,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005422993492407809,0.004338394793926247,0.0,0.0,0.023255813953488372,0.0015143320713899404,0.1975806451612903,0.14788057496331236,-0.9534883720930233,0.002792181890706023,0.0362983645791783,0.14788057496331236,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,open
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,13,42,1,12,0.7491467576791809,308,222,0.7207792207792207,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,PERFORMANCE,0.017151974471479856,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005422993492407809,0.004338394793926247,0.0,0.0,0.023255813953488372,0.0015143320713899404,0.1975806451612903,0.14788057496331236,-0.9534883720930233,0.002792181890706023,0.0362983645791783,0.14788057496331236,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,open
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,0,42,1,12,0.7918088737201365,308,222,0.7207792207792207,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,PERFORMANCE,0.004786597526924611,DM_BOOLEAN_CTOR,18,2,4,0.005422993492407809,0.004338394793926247,0.0014461315979754157,0.5,0.5,0.016666666666666666,0.1975806451612903,0.14788057496331236,0.0,0.002792181890706023,0.0362983645791783,0.14788057496331236,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,close
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,9,42,1,12,0.7866894197952219,308,222,0.7207792207792207,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,PERFORMANCE,0.017151974471479856,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005422993492407809,0.004338394793926247,0.0,0.0,0.023255813953488372,0.0015143320713899404,0.1975806451612903,0.14788057496331236,-0.9534883720930233,0.002792181890706023,0.0362983645791783,0.14788057496331236,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,open
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,0,42,1,12,0.8208191126279863,308,222,0.7207792207792207,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,BAD_PRACTICE,0.001994415636218588,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,4,0.005422993492407809,0.004338394793926247,0.0014461315979754157,0.5,0.0,0.0,0.0024271844660194173,0.0019023131892732597,-1.0,0.0,3.9888312724371757E-4,0.0019023131892732597,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,open
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,10,42,1,12,0.8156996587030717,308,222,0.7207792207792207,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,PERFORMANCE,0.017151974471479856,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005422993492407809,0.004338394793926247,0.0,0.0,0.023255813953488372,0.0015143320713899404,0.1975806451612903,0.14788057496331236,-0.9534883720930233,0.002792181890706023,0.0362983645791783,0.14788057496331236,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,open
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,0,42,1,12,0.8498293515358362,308,222,0.7207792207792207,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,PERFORMANCE,0.004786597526924611,DM_BOOLEAN_CTOR,18,2,4,0.005422993492407809,0.004338394793926247,0.0014461315979754157,0.5,0.5,0.016666666666666666,0.1975806451612903,0.14788057496331236,0.0,0.002792181890706023,0.0362983645791783,0.14788057496331236,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,close
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,9,42,1,12,0.8447098976109215,308,222,0.7207792207792207,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,PERFORMANCE,0.017151974471479856,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005422993492407809,0.004338394793926247,0.0,0.0,0.023255813953488372,0.0015143320713899404,0.1975806451612903,0.14788057496331236,-0.9534883720930233,0.002792181890706023,0.0362983645791783,0.14788057496331236,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,open
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,0,42,1,12,0.878839590443686,308,222,0.7207792207792207,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,PERFORMANCE,0.08216992421220583,DM_NUMBER_CTOR,18,2,4,0.005422993492407809,0.004338394793926247,0.0014461315979754157,0.5,0.33495145631067963,0.014850598548402299,0.1975806451612903,0.14788057496331236,-0.3300970873786408,0.002792181890706023,0.0362983645791783,0.14788057496331236,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,close
651,org/apache/derby/impl/services/stream,org/apache/derby/impl/services/stream/RollingFileStream.java,256,true,0,15,460,8,9,42,1,12,0.8737201365187713,308,222,0.7207792207792207,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,PERFORMANCE,0.017151974471479856,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005422993492407809,0.004338394793926247,0.0,0.0,0.023255813953488372,0.0015143320713899404,0.1975806451612903,0.14788057496331236,-0.9534883720930233,0.002792181890706023,0.0362983645791783,0.14788057496331236,-0.6,-0.5,0,363,256,651,0,0.0,0,0,0,0,0.0,511,0,0,511,0,511,0,0.749266862170088,0,613,0,13,38,0,664,600,0.1623895078852436,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,8135,363,651,open
