F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-PreparedStatement,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Subject,F16-ParamMask,F16-HttpResponse,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-HttpRequestBase,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-JMeterFileFilter,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-Node,F3-String[],F3-Arguments,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-RemoteThreadsListener,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-JTextComponent,F2-Entry<Object Object>,F2-AbstractVisualizer,F2-AbstractButton,F2-ExecutorService,F2-Matcher,F2-AnnotatedTestCase,F2-String,F2-HashTree,F2-MailerModel,F2-Element,F2-Long,F2-SaveService,F2-System,F2-Authorization,F2-Attribute,F2-Statement,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.jmeter.protocol.jms.sampler.CollectionProperty,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.File,F6-java.lang.String,F6-java.io.OutputStreamWriter,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getInstance,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-execute,F1-valueOf,F1-setSelected,F1-promptToSaveFile,F1-setDelay,F1-getKey,F1-exit,F1-setText,F1-setArguments,F5-java.util.zip.InflaterInputStream,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.InputStreamReader,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-label,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-yAxisLabel,F9-NA,F9-lineColor,F9-random,F9-keyStore,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-ExecutorService,F4-String[],F4-Integer,F4-Container,F4-boolean,F4-File[],F4-Future,F4-long,F4-JMeterProperty,F4-JTextField,F4-Object,F4-void,F4-List,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F4-CallableStatement,F8-SSLManager,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-USE_GROUP_NAME,F11-pct2Label,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-sumOfSquares,F11-CLEAR,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,F74,F73,F84,F146,category
11942,org/apache/jmeter/protocol/jms/sampler,org/apache/jmeter/protocol/jms/sampler/JMSSampler.java,3899,true,49,45,1232,1,0,180,10,12,0.3102836879432624,398,69,0.17336683417085427,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,STYLE,0.0915032679738562,REC_CATCH_EXCEPTION,20,3,1,0.020348837209302327,0.011627906976744186,0.0014534883720930232,1.0,0.21428571428571427,0.008017492711370262,0.38636363636363635,0.43386544779919095,-0.5535714285714286,0.1830065359477124,0.16339869281045752,0.43386544779919095,0.2857142857142857,-0.25,56,9096,3899,11942,0,0.0,0,0,0,0,0.0,130,138,11,279,0,-8,0,0.06781719921698307,0,2202,0,872,126,0,3200,1330,0.07620822720561192,386,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,3231,14044,379,3224,close
11942,org/apache/jmeter/protocol/jms/sampler,org/apache/jmeter/protocol/jms/sampler/JMSSampler.java,3899,true,67,45,1232,1,0,180,14,12,0.6897163120567376,398,69,0.17336683417085427,1.0,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,STYLE,0.0915032679738562,REC_CATCH_EXCEPTION,20,3,1,0.020348837209302327,0.011627906976744186,0.0014534883720930232,1.0,0.21428571428571427,0.008017492711370262,0.38636363636363635,0.43386544779919095,-0.5535714285714286,0.1830065359477124,0.16339869281045752,0.43386544779919095,0.2857142857142857,-0.25,56,9096,3899,11942,0,0.0,0,0,0,0,0.0,130,138,11,279,0,-8,0,0.06781719921698307,0,2202,0,872,126,0,3200,1330,0.07620822720561192,386,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,3231,14044,379,3224,close
3231,org/apache/jmeter/protocol/jms/sampler,org/apache/jmeter/protocol/jms/sampler/PublisherSampler.java,180,true,17,33,1232,1,8,180,1,12,0.6607460035523979,326,176,0.5398773006134969,0.4117647058823529,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,STYLE,0.00980392156862745,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,1,0.020348837209302327,0.00436046511627907,0.0014534883720930232,1.0,0.3333333333333333,0.010582010582010583,0.38636363636363635,0.43386544779919095,-0.3333333333333333,0.1830065359477124,0.16339869281045752,0.43386544779919095,0.2857142857142857,1.0,8,2803,1155,5649,0,0.0,0,0,0,0,0.0,294,118,28,440,0,176,0,0.10129112194470496,0,2202,0,872,126,0,3200,1330,0.07620822720561192,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3231,14044,379,3224,close
3231,org/apache/jmeter/protocol/jms/sampler,org/apache/jmeter/protocol/jms/sampler/PublisherSampler.java,180,true,12,33,1232,1,10,180,1,12,0.6998223801065719,326,176,0.5398773006134969,0.4166666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,STYLE,0.00980392156862745,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,1,0.020348837209302327,0.00436046511627907,0.0014534883720930232,1.0,0.3333333333333333,0.010582010582010583,0.38636363636363635,0.43386544779919095,-0.3333333333333333,0.1830065359477124,0.16339869281045752,0.43386544779919095,0.2857142857142857,1.0,8,2803,1155,5649,0,0.0,0,0,0,0,0.0,294,118,28,440,0,176,0,0.10129112194470496,0,2202,0,872,126,0,3200,1330,0.07620822720561192,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3231,14044,379,3224,close
3231,org/apache/jmeter/protocol/jms/sampler,org/apache/jmeter/protocol/jms/sampler/PublisherSampler.java,180,true,69,33,1232,1,0,180,8,12,0.369449378330373,326,176,0.5398773006134969,1.0,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,STYLE,0.0915032679738562,REC_CATCH_EXCEPTION,17,2,1,0.020348837209302327,0.00436046511627907,0.0014534883720930232,1.0,0.21428571428571427,0.008017492711370262,0.38636363636363635,0.43386544779919095,-0.5535714285714286,0.1830065359477124,0.16339869281045752,0.43386544779919095,0.2857142857142857,1.0,51,9096,3899,11942,0,0.0,0,0,0,0,0.0,294,118,28,440,0,176,0,0.10129112194470496,0,2202,0,872,126,0,3200,1330,0.07620822720561192,386,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,3231,14044,379,3224,close
7863,org/apache/jmeter/protocol/jms/sampler,org/apache/jmeter/protocol/jms/sampler/SubscriberSampler.java,2146,true,158,32,1232,1,0,180,25,12,0.37890625,324,132,0.4074074074074074,1.0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,I18N,0.08986928104575163,DM_DEFAULT_ENCODING,19,1,1,0.020348837209302327,0.0014534883720930232,0.0014534883720930232,1.0,0.5636363636363636,0.12297520661157026,0.5555555555555556,3.9396490154065936E-4,0.12727272727272726,0.029411764705882353,0.027777777777777776,3.9396490154065936E-4,0.2857142857142857,1.0,24,4369,1741,7215,0,0.0,0,0,0,0,0.0,517,268,61,846,0,249,0,0.07770016871566077,0,2202,0,872,126,0,3200,1330,0.07620822720561192,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3231,14044,379,3224,close
7863,org/apache/jmeter/protocol/ldap/config/gui,org/apache/jmeter/protocol/ldap/config/gui/LDAPArgument.java,2146,true,0,11,1000,1,4,87,1,5,0.33519553072625696,50,107,2.14,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,STYLE,0.19607843137254902,RI_REDUNDANT_INTERFACES,20,3,0,0.0029069767441860465,0.0014534883720930232,0.0,0.0,0.8333333333333334,0.0066137566137566125,0.38636363636363635,0.43386544779919095,0.6666666666666666,0.1830065359477124,0.16339869281045752,0.43386544779919095,0.0,-1.0,12,9159,3969,12005,0,0.0,0,0,0,0,0.0,156,147,2,305,0,9,0,0.06138028775031724,0,2107,0,1998,24,0,4129,109,0.06487636760537388,386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3231,14044,386,3231,open
7545,org/apache/jmeter/protocol/ldap/config/gui,org/apache/jmeter/protocol/ldap/config/gui/LDAPArguments.java,1976,true,0,17,1000,1,5,87,1,5,0.18796992481203006,112,129,1.1517857142857142,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,STYLE,0.19607843137254902,RI_REDUNDANT_INTERFACES,20,3,0,0.0029069767441860465,0.0014534883720930232,0.0,0.0,0.8333333333333334,0.0066137566137566125,0.38636363636363635,0.43386544779919095,0.6666666666666666,0.1830065359477124,0.16339869281045752,0.43386544779919095,0.0,1.0,11,9159,3969,12005,0,0.0,0,0,0,0,0.0,14,237,2,253,0,-223,0,0.0020869004704286483,0,2107,0,1998,24,0,4129,109,0.06487636760537388,386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3231,14044,386,3231,open
12005,org/apache/jmeter/protocol/ldap/control/gui,org/apache/jmeter/protocol/ldap/control/gui/LdapExtTestSamplerGui.java,3969,true,5,7,82,1,8,14,1,2,0.7387387387387387,49,47,0.9591836734693877,0.6,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,STYLE,0.13398692810457516,BC_UNCONFIRMED_CAST,20,3,1,0.0029069767441860465,0.0014534883720930232,0.0014534883720930232,1.0,0.17073170731707318,0.0067420186396985925,0.38636363636363635,0.43386544779919095,-0.6341463414634146,0.1830065359477124,0.16339869281045752,0.43386544779919095,1.0,1.0,3,5619,2550,8465,0,0.0,0,0,0,0,0.0,18,84,4,106,0,-66,0,0.015510295599917831,0,65,0,103,4,0,172,-38,0.010090541403824512,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4847,14044,2002,4847,close
12309,org/apache/jmeter/protocol/ldap/control/gui,org/apache/jmeter/protocol/ldap/control/gui/LdapTestSamplerGui.java,4134,true,12,7,82,1,8,14,1,2,0.6926605504587156,59,35,0.5932203389830508,0.2916666666666667,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,STYLE,0.13398692810457516,BC_UNCONFIRMED_CAST,20,3,1,0.0029069767441860465,0.0014534883720930232,0.0014534883720930232,1.0,0.17073170731707318,0.0067420186396985925,0.38636363636363635,0.43386544779919095,-0.6341463414634146,0.1830065359477124,0.16339869281045752,0.43386544779919095,1.0,1.0,3,5619,2550,8465,0,0.0,0,0,0,0,0.0,47,19,0,66,0,28,0,0.004670787207731193,0,65,0,103,4,0,172,-38,0.010090541403824512,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4847,14044,2002,4847,close
12005,org/apache/jmeter/protocol/ldap/sampler,org/apache/jmeter/protocol/ldap/sampler/LDAPExtSampler.java,3969,true,32,64,832,3,12,109,7,6,0.5135623869801085,677,284,0.4194977843426883,0.1875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,STYLE,0.013071895424836602,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.00436046511627907,0.00436046511627907,0.0014534883720930232,-1.0,0.125,0.005208333333333333,0.38636363636363635,0.43386544779919095,-0.75,0.1830065359477124,0.16339869281045752,0.43386544779919095,0.3333333333333333,0.3333333333333333,49,9159,3969,12005,0,0.0,0,0,0,0,0.0,1050,824,9,1883,0,226,0,0.09392370086366178,0,2380,0,1695,20,0,4095,685,0.08139666559364606,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3231,14044,386,3231,open
12005,org/apache/jmeter/protocol/ldap/sampler,org/apache/jmeter/protocol/ldap/sampler/LDAPExtSampler.java,3969,true,0,64,832,3,11,109,1,6,0.8824593128390597,677,284,0.4194977843426883,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,PERFORMANCE,0.05228758169934641,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00436046511627907,0.00436046511627907,0.0,0.0,0.71875,0.028878348214285716,0.7045454545454546,0.1677679897339876,0.4375,0.042483660130718956,0.032679738562091505,0.1677679897339876,0.3333333333333333,0.3333333333333333,49,9159,3969,12005,0,0.0,0,0,0,0,0.0,1050,824,9,1883,0,226,0,0.09392370086366178,0,2380,0,1695,20,0,4095,685,0.08139666559364606,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3231,14044,386,3231,close
12005,org/apache/jmeter/protocol/ldap/sampler,org/apache/jmeter/protocol/ldap/sampler/LDAPExtSampler.java,3969,true,0,64,832,3,14,109,1,6,0.895117540687161,677,284,0.4194977843426883,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,PERFORMANCE,0.05228758169934641,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00436046511627907,0.00436046511627907,0.0,0.0,0.71875,0.028878348214285716,0.7045454545454546,0.1677679897339876,0.4375,0.042483660130718956,0.032679738562091505,0.1677679897339876,0.3333333333333333,0.3333333333333333,49,9159,3969,12005,0,0.0,0,0,0,0,0.0,1050,824,9,1883,0,226,0,0.09392370086366178,0,2380,0,1695,20,0,4095,685,0.08139666559364606,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3231,14044,386,3231,open
